Student_ID,Observation_Term,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Prior_Term_GPA,GPA_Change,Course_Pass_Rate_Last_2_Terms,Failed_Courses_Last_2_Terms,Withdrawals_Last_2_Terms,Current_Course_Load_Credits,LMS_Login_Days_4wk,Assignment_Submission_Rate_4wk,Late_Assignment_Rate_4wk,Average_Assignment_Score_4wk,Days_Since_Last_LMS_Activity,Intervention_Needed_Next_8_Weeks
Student_1081,T3_Fall,Program_C,First_Year,3,70,3.57,-0.21,0.987,0,1,18,4.12,1.0,0.024,92.6,3,1.0
Student_1082,T3_Fall,Program_A,First_Year,3,66,3.38,-0.08,0.846,1,0,15,2.1,0.726,0.222,83.7,6,0.0
Student_1084,T3_Fall,Program_D,First_Year,2,53,3.12,0.33,0.8,1,0,12,5.59,0.93,0.163,78.7,0,1.0
Student_1085,T3_Fall,Program_C,First_Year,4,95,2.88,-0.06,1.0,0,0,12,5.35,0.874,0.184,77.2,1,0.0
Student_1087,T3_Fall,Program_B,First_Year,4,102,2.5,-0.14,0.934,0,0,15,3.89,0.762,0.228,85.9,4,1.0
Student_1089,T3_Fall,Program_B,First_Year,2,48,3.09,0.15,0.685,2,0,9,4.93,1.0,0.09,91.1,0,0.0
Student_1090,T3_Fall,Program_A,Transfer,4,106,2.87,1.0,0.769,1,0,12,5.76,0.944,0.064,81.4,0,0.0
Student_1091,T3_Fall,Program_C,First_Year,1,3,2.49,-0.37,0.68,1,0,12,2.76,0.855,0.275,71.8,6,0.0
Student_1092,T3_Fall,Program_D,First_Year,3,74,2.34,0.0,0.736,0,0,15,2.04,0.801,0.314,57.2,1,0.0
Student_1093,T3_Fall,Program_C,First_Year,1,24,2.1,0.07,0.659,1,0,18,4.16,0.856,0.232,61.3,0,0.0
Student_1094,T3_Fall,Program_B,Transfer,2,46,2.86,-0.05,0.799,0,1,15,3.61,0.848,0.275,73.3,4,1.0
Student_1095,T3_Fall,Program_A,Transfer,2,47,2.72,1.0,0.804,1,0,12,3.73,1.0,0.186,89.5,4,0.0
Student_1096,T3_Fall,Program_A,Transfer,4,107,1.72,-0.38,0.632,1,0,15,2.33,0.687,0.308,69.5,2,0.0
Student_1097,T3_Fall,Program_B,First_Year,1,6,1.87,-0.24,0.722,1,3,15,4.23,0.894,0.264,70.1,2,0.0
Student_1098,T3_Fall,Program_C,First_Year,3,74,3.41,0.01,0.843,1,1,15,3.09,0.87,0.246,83.4,1,0.0
Student_1099,T3_Fall,Program_C,First_Year,2,40,1.5,-0.28,0.96,0,1,9,3.35,0.906,0.221,76.5,3,0.0
Student_1100,T3_Fall,Program_A,Transfer,4,104,2.65,-0.45,0.936,0,0,15,4.86,0.726,0.279,77.4,2,1.0
Student_1101,T3_Fall,Program_B,Transfer,4,102,2.49,-0.08,0.883,0,1,15,3.91,0.912,0.11,77.3,0,0.0
Student_1102,T3_Fall,Program_C,Transfer,2,52,2.77,-0.08,0.699,1,0,15,5.03,0.852,0.306,83.1,1,1.0
Student_1103,T3_Fall,Program_D,Transfer,4,100,3.06,0.19,0.833,1,0,18,4.57,0.92,0.129,85.4,1,0.0
Student_1104,T3_Fall,Program_A,Transfer,1,2,2.49,0.5,0.901,0,0,15,3.83,1.0,0.124,70.3,3,0.0
Student_1105,T3_Fall,Program_C,Transfer,2,38,2.79,0.29,0.841,0,0,15,2.0,0.948,0.153,92.4,2,1.0
Student_1107,T3_Fall,Program_B,First_Year,1,7,3.59,-0.33,0.949,0,0,15,4.28,0.904,0.276,80.1,6,0.0
Student_1108,T3_Fall,Program_B,First_Year,2,48,2.38,-0.41,0.858,0,0,9,1.08,0.697,0.289,71.3,5,1.0
Student_1109,T3_Fall,Program_C,Transfer,4,90,2.77,-0.27,0.814,0,0,15,4.38,1.0,0.054,74.0,1,0.0
Student_1110,T3_Fall,Program_D,Transfer,2,46,2.98,-0.91,0.528,3,0,15,4.11,0.652,0.337,79.5,0,1.0
Student_1111,T3_Fall,Program_A,Transfer,2,37,3.25,0.34,0.911,0,0,15,2.14,0.817,0.256,70.7,2,0.0
Student_1112,T3_Fall,Program_D,Transfer,1,11,2.66,0.6,1.0,0,0,15,6.63,1.0,0.02,73.6,0,0.0
Student_1113,T3_Fall,Program_A,First_Year,1,24,2.94,-0.47,0.893,0,0,12,4.3,0.871,0.167,73.6,1,0.0
Student_1114,T3_Fall,Program_D,First_Year,3,60,3.45,-0.19,0.855,1,1,15,2.94,0.948,0.206,85.2,2,1.0
Student_1115,T3_Fall,Program_A,First_Year,4,99,3.68,0.17,0.959,0,0,15,6.46,1.0,0.054,82.4,2,0.0
Student_1116,T3_Fall,Program_A,Transfer,1,11,3.4,-0.53,0.98,0,0,12,4.05,0.865,0.137,72.2,1,0.0
Student_1117,T3_Fall,Program_B,First_Year,2,37,1.81,0.31,0.755,1,0,12,4.81,0.988,0.0,66.7,5,0.0
Student_1118,T3_Fall,Program_A,First_Year,1,13,2.14,0.11,0.8,0,2,12,4.82,0.947,0.264,61.5,4,1.0
Student_1120,T3_Fall,Program_B,First_Year,3,64,3.64,0.05,0.988,0,3,18,4.01,0.791,0.165,87.0,1,0.0
Student_1121,T3_Fall,Program_C,Transfer,4,89,2.77,0.09,0.878,1,0,15,5.1,0.955,0.016,79.5,3,0.0
Student_1122,T3_Fall,Program_B,First_Year,2,39,2.14,-0.16,0.807,0,0,15,3.26,0.884,0.063,62.2,3,0.0
Student_1124,T3_Fall,Program_B,First_Year,1,8,2.48,-0.17,0.828,0,0,15,2.68,0.795,0.347,61.7,2,0.0
Student_1125,T3_Fall,Program_A,Transfer,3,77,3.19,-0.58,0.698,1,0,18,4.09,0.732,0.322,87.6,0,0.0
Student_1127,T3_Fall,Program_C,First_Year,2,49,2.42,0.18,0.804,1,0,15,3.19,0.987,0.163,63.3,2,0.0
Student_1128,T3_Fall,Program_A,First_Year,4,96,1.57,-0.53,0.758,1,0,15,4.86,0.99,0.025,71.2,4,0.0
Student_1129,T3_Fall,Program_D,First_Year,1,22,2.92,0.15,0.797,0,0,15,5.04,0.871,0.207,88.4,0,0.0
Student_1130,T3_Fall,Program_B,First_Year,1,22,2.35,-0.17,0.738,1,0,18,4.08,0.802,0.313,75.0,1,0.0
Student_1131,T3_Fall,Program_C,First_Year,3,56,2.19,-0.29,0.791,1,0,15,3.73,0.734,0.205,61.0,3,1.0
Student_1132,T3_Fall,Program_D,First_Year,2,34,2.56,-0.19,0.855,0,2,18,3.68,0.882,0.157,74.5,3,0.0
Student_1134,T3_Fall,Program_B,First_Year,1,11,3.2,-0.1,0.939,0,0,12,5.33,0.797,0.133,74.2,4,0.0
Student_1135,T3_Fall,Program_A,First_Year,3,81,2.97,-0.37,0.884,1,0,15,4.28,0.882,0.242,80.8,0,0.0
Student_1136,T3_Fall,Program_D,First_Year,4,108,2.12,0.22,0.818,0,1,15,4.82,0.84,0.146,81.6,0,0.0
Student_1137,T3_Fall,Program_C,Transfer,4,105,2.95,-0.11,0.992,0,0,12,3.73,0.837,0.118,69.6,3,1.0
Student_1138,T3_Fall,Program_B,First_Year,3,57,3.12,-0.2,0.909,0,1,18,3.68,0.795,0.228,57.9,2,0.0
Student_1139,T3_Fall,Program_C,First_Year,4,105,2.86,0.13,0.857,0,3,15,3.85,0.98,0.171,88.1,4,0.0
Student_1141,T3_Fall,Program_C,First_Year,3,64,2.55,0.09,0.775,0,0,12,4.17,0.75,0.115,79.6,0,0.0
Student_1142,T3_Fall,Program_D,Transfer,1,26,2.86,0.24,0.896,0,0,15,1.98,0.845,0.095,82.1,0,0.0
Student_1143,T3_Fall,Program_D,Transfer,3,80,3.76,0.1,0.996,0,0,12,7.0,1.0,0.0,100.0,0,0.0
Student_1145,T3_Fall,Program_A,First_Year,2,46,2.35,0.06,0.833,1,0,15,3.2,0.892,0.34,78.6,4,0.0
Student_1146,T3_Fall,Program_D,Transfer,1,26,2.73,0.56,0.858,0,1,12,4.03,0.791,0.141,90.8,0,0.0
Student_1147,T3_Fall,Program_B,First_Year,1,16,3.22,0.29,0.931,0,0,15,4.43,0.819,0.113,87.5,0,0.0
Student_1148,T3_Fall,Program_D,First_Year,4,103,3.49,-0.55,0.908,0,0,12,4.47,0.806,0.387,94.7,2,0.0
Student_1150,T3_Fall,Program_B,First_Year,2,54,3.72,0.0,0.903,0,0,12,3.86,0.785,0.274,92.0,0,0.0
Student_1151,T3_Fall,Program_C,First_Year,3,73,2.87,-0.31,0.896,0,1,9,1.55,0.586,0.463,82.7,6,1.0
Student_1152,T3_Fall,Program_A,First_Year,1,10,2.63,-1.5,0.804,0,0,15,1.94,0.626,0.363,64.4,2,1.0
Student_1153,T3_Fall,Program_C,First_Year,1,3,2.85,-0.36,0.654,2,0,18,3.91,0.982,0.181,75.5,7,0.0
Student_1154,T3_Fall,Program_D,Transfer,2,48,3.84,-0.12,1.0,0,0,15,3.79,1.0,0.166,100.0,3,1.0
Student_1155,T3_Fall,Program_B,Transfer,3,63,2.8,0.26,0.915,0,0,12,5.53,0.986,0.039,94.3,0,1.0
Student_1156,T3_Fall,Program_C,First_Year,3,58,3.59,-0.06,1.0,0,0,12,3.14,0.843,0.243,89.6,1,0.0
Student_1159,T3_Fall,Program_D,First_Year,2,41,2.81,0.16,0.712,1,0,9,2.67,0.782,0.343,68.5,8,0.0
Student_1161,T3_Fall,Program_A,First_Year,2,40,2.86,0.15,0.843,1,0,18,4.26,0.999,0.13,82.5,0,0.0
Student_1162,T3_Fall,Program_B,First_Year,3,66,2.67,0.39,0.695,1,1,15,4.75,0.987,0.089,78.6,1,0.0
Student_1164,T3_Fall,Program_A,First_Year,2,27,3.52,0.2,0.896,0,0,18,3.62,0.972,0.142,100.0,5,0.0
Student_1165,T3_Fall,Program_A,First_Year,3,57,2.92,0.23,0.823,0,0,15,2.97,0.887,0.177,78.5,2,0.0
Student_1166,T3_Fall,Program_D,First_Year,4,98,3.32,-0.47,0.919,1,0,15,3.09,0.797,0.189,75.4,4,0.0
Student_1167,T3_Fall,Program_C,First_Year,2,49,2.69,-0.04,0.741,1,0,15,3.43,0.693,0.311,85.8,1,0.0
Student_1168,T3_Fall,Program_A,First_Year,3,57,2.61,0.03,0.851,0,0,15,2.16,0.765,0.234,63.9,3,0.0
Student_1169,T3_Fall,Program_C,Transfer,1,20,3.46,-0.07,0.873,0,0,15,3.38,0.765,0.142,96.8,3,0.0
Student_1171,T3_Fall,Program_C,Transfer,1,1,3.49,0.04,0.968,0,0,15,4.75,0.79,0.193,71.0,1,0.0
Student_1172,T3_Fall,Program_D,First_Year,2,43,3.14,-0.9,0.861,0,1,12,3.93,0.72,0.33,80.9,2,0.0
Student_1173,T3_Fall,Program_A,Transfer,4,108,3.59,-0.06,0.844,0,0,15,4.94,0.801,0.231,98.9,3,0.0
Student_1174,T3_Fall,Program_B,First_Year,3,74,2.96,-0.69,0.879,0,1,15,3.71,0.787,0.27,73.9,0,1.0
Student_1175,T3_Fall,Program_D,First_Year,4,93,3.94,0.23,1.0,0,2,18,4.16,1.0,0.013,100.0,6,0.0
Student_1176,T3_Fall,Program_C,First_Year,2,32,3.09,-0.2,0.659,2,0,12,2.29,0.703,0.241,78.0,4,1.0
Student_1177,T3_Fall,Program_D,First_Year,4,93,3.02,0.07,0.881,0,0,9,4.57,0.835,0.178,72.0,0,0.0
Student_1178,T3_Fall,Program_D,Transfer,2,44,3.32,-0.52,0.839,0,0,18,3.09,0.855,0.403,85.5,4,0.0
Student_1180,T3_Fall,Program_A,First_Year,4,94,3.61,0.03,0.625,3,0,12,4.28,0.729,0.284,85.6,1,0.0
Student_1183,T3_Fall,Program_C,Transfer,1,8,2.96,-0.48,0.787,0,0,15,2.37,0.769,0.219,74.8,3,0.0
Student_1185,T3_Fall,Program_C,First_Year,3,80,3.39,0.01,0.882,1,1,15,4.69,0.839,0.234,99.7,4,1.0
Student_1186,T3_Fall,Program_A,First_Year,3,63,2.21,-0.14,0.717,1,0,15,1.3,0.698,0.211,64.8,3,1.0
Student_1187,T3_Fall,Program_B,Transfer,3,55,2.74,-0.03,1.0,0,1,12,4.92,1.0,0.034,84.3,1,1.0
Student_1188,T3_Fall,Program_A,First_Year,4,93,1.75,0.01,0.758,0,0,15,4.62,0.868,0.248,68.0,0,0.0
Student_1189,T3_Fall,Program_D,First_Year,3,78,3.45,0.4,0.846,0,1,15,3.95,0.857,0.183,80.0,3,0.0
Student_1190,T3_Fall,Program_B,First_Year,3,66,2.93,-0.05,0.84,0,2,12,4.64,0.839,0.253,86.9,3,1.0
Student_1191,T3_Fall,Program_A,First_Year,3,54,2.7,-0.34,0.693,1,0,15,4.54,0.876,0.171,76.6,1,0.0
Student_1192,T3_Fall,Program_B,First_Year,2,31,2.21,0.09,0.798,0,0,15,5.34,0.974,0.093,66.0,3,0.0
Student_1194,T3_Fall,Program_C,First_Year,3,78,2.68,-0.41,0.861,1,1,15,4.13,0.816,0.244,69.7,4,1.0
Student_1195,T3_Fall,Program_C,First_Year,1,14,2.89,0.25,0.808,1,0,15,5.19,0.914,0.136,90.2,1,0.0
Student_1196,T3_Fall,Program_B,First_Year,3,54,3.47,0.29,1.0,0,0,15,4.23,0.881,0.218,86.6,0,0.0
Student_1198,T3_Fall,Program_A,Transfer,3,62,2.46,0.24,0.813,1,0,15,4.01,0.983,0.089,78.9,3,0.0
Student_1199,T3_Fall,Program_A,First_Year,2,44,2.68,0.88,0.912,0,0,18,5.03,0.889,0.0,80.9,0,0.0
Student_1200,T3_Fall,Program_A,First_Year,4,108,3.13,0.31,0.96,0,0,12,5.48,0.973,0.103,92.9,2,0.0
Student_1202,T3_Fall,Program_D,Transfer,3,78,2.42,-0.31,0.751,1,0,15,5.56,0.876,0.18,75.2,0,0.0
Student_1203,T3_Fall,Program_A,Transfer,4,101,3.17,-0.7,0.833,0,0,15,4.57,1.0,0.166,85.6,0,0.0
Student_1204,T3_Fall,Program_B,Transfer,1,11,2.59,-0.17,0.656,1,0,15,5.66,0.917,0.116,65.6,4,1.0
Student_1205,T3_Fall,Program_D,First_Year,3,70,2.69,0.49,0.853,0,1,15,3.98,1.0,0.282,73.3,0,0.0
Student_1206,T3_Fall,Program_D,Transfer,2,45,2.33,0.73,0.702,1,0,15,2.73,0.833,0.295,65.6,3,0.0
Student_1207,T3_Fall,Program_A,First_Year,3,70,3.37,0.15,0.811,0,1,15,4.61,0.897,0.155,80.2,3,0.0
Student_1208,T3_Fall,Program_D,First_Year,2,27,3.17,1.0,0.953,0,0,15,4.53,1.0,0.058,82.9,0,0.0
Student_1209,T3_Fall,Program_D,First_Year,3,67,3.24,0.87,0.876,1,0,15,4.71,1.0,0.0,89.7,6,0.0
Student_1210,T3_Fall,Program_D,First_Year,1,6,1.78,-0.01,0.703,1,0,18,5.54,0.871,0.117,74.2,1,0.0
Student_1212,T3_Fall,Program_A,First_Year,4,92,2.73,-0.34,0.85,0,0,15,3.52,0.923,0.181,62.1,8,0.0
Student_1214,T3_Fall,Program_A,First_Year,1,26,3.15,0.09,0.98,0,0,12,4.58,0.901,0.074,82.2,3,0.0
Student_1215,T3_Fall,Program_B,First_Year,1,26,2.32,0.23,0.681,1,0,12,3.51,1.0,0.0,79.0,2,1.0
Student_1216,T3_Fall,Program_B,Transfer,1,22,2.91,0.23,0.721,1,0,12,3.48,0.794,0.171,81.1,1,0.0
Student_1217,T3_Fall,Program_C,First_Year,3,75,1.92,-0.2,0.792,0,1,9,3.6,0.773,0.245,84.1,4,0.0
Student_1218,T3_Fall,Program_A,Transfer,4,105,2.28,0.22,0.858,0,0,15,4.19,0.829,0.137,75.9,6,0.0
Student_1221,T3_Fall,Program_D,First_Year,4,104,3.03,-0.65,1.0,0,1,15,4.41,0.934,0.116,84.8,2,1.0
Student_1223,T3_Fall,Program_B,First_Year,1,0,3.97,0.15,0.901,0,2,15,4.43,0.925,0.193,92.6,2,0.0
Student_1224,T3_Fall,Program_D,Transfer,3,70,2.43,0.18,0.854,0,0,15,4.56,0.92,0.059,79.1,3,0.0
Student_1225,T3_Fall,Program_A,First_Year,3,59,2.62,0.71,0.733,2,0,12,3.71,1.0,0.108,70.6,0,0.0
Student_1226,T3_Fall,Program_C,First_Year,4,106,2.59,0.82,0.888,0,0,15,6.13,1.0,0.0,74.6,0,0.0
Student_1227,T3_Fall,Program_A,First_Year,4,86,3.15,-0.37,0.807,1,0,15,2.76,0.95,0.202,72.9,2,0.0
Student_1230,T3_Fall,Program_D,First_Year,1,8,3.02,-0.15,0.86,0,0,12,3.6,0.825,0.133,80.3,2,0.0
Student_1232,T3_Fall,Program_B,First_Year,4,108,2.56,0.58,0.754,2,0,15,5.11,1.0,0.098,70.9,2,0.0
Student_1233,T3_Fall,Program_A,Transfer,2,36,2.35,0.11,0.93,0,0,18,4.12,0.805,0.235,93.8,2,0.0
Student_1234,T3_Fall,Program_C,First_Year,3,65,2.88,0.3,0.648,1,0,15,2.78,1.0,0.222,80.8,0,0.0
Student_1235,T3_Fall,Program_D,First_Year,4,87,2.31,-0.38,0.614,2,0,15,3.18,0.864,0.151,66.9,0,0.0
Student_1236,T3_Fall,Program_A,Transfer,2,52,2.35,-0.0,0.925,0,0,12,3.21,0.821,0.196,86.3,5,0.0
Student_1237,T3_Fall,Program_B,First_Year,3,72,3.05,-0.04,0.795,1,0,9,2.9,0.883,0.26,72.2,2,0.0
Student_1238,T3_Fall,Program_D,Transfer,2,42,2.74,0.38,0.964,0,0,9,5.64,0.941,0.136,73.8,1,0.0
Student_1239,T3_Fall,Program_C,Transfer,3,64,3.23,-0.53,0.908,0,1,15,4.43,0.818,0.176,85.3,1,1.0
Student_1241,T3_Fall,Program_A,First_Year,1,6,3.03,-0.19,0.93,0,1,9,6.84,1.0,0.0,87.5,0,0.0
Student_1242,T3_Fall,Program_D,Transfer,1,9,2.63,-0.29,0.776,0,0,12,1.9,0.756,0.436,65.6,4,1.0
Student_1243,T3_Fall,Program_A,First_Year,4,98,3.38,0.2,0.83,0,0,15,3.6,0.918,0.286,87.9,7,1.0
Student_1246,T3_Fall,Program_D,First_Year,2,27,3.49,0.01,1.0,0,0,15,3.85,0.906,0.25,88.8,2,0.0
Student_1247,T3_Fall,Program_D,First_Year,3,78,2.6,-0.36,0.838,0,1,12,5.83,0.75,0.089,87.8,3,0.0
Student_1248,T3_Fall,Program_B,First_Year,1,12,2.8,0.02,0.873,0,0,12,4.99,0.946,0.202,75.6,2,1.0
Student_1249,T3_Fall,Program_A,First_Year,1,10,1.61,0.04,0.844,0,2,12,2.98,0.796,0.265,95.1,5,0.0
Student_1250,T3_Fall,Program_B,First_Year,4,85,2.24,-0.02,0.832,0,1,15,2.86,0.821,0.256,67.2,7,1.0
Student_1251,T3_Fall,Program_D,Transfer,2,46,3.37,0.06,1.0,0,1,15,2.56,0.792,0.311,72.5,1,0.0
Student_1252,T3_Fall,Program_B,First_Year,2,42,2.5,-0.25,0.698,1,1,9,3.21,0.925,0.182,75.1,1,0.0
Student_1254,T3_Fall,Program_D,Transfer,4,102,2.91,0.39,1.0,0,0,15,4.84,0.865,0.174,83.5,5,0.0
Student_1255,T3_Fall,Program_D,Transfer,3,81,2.93,0.01,0.852,1,0,18,3.85,0.86,0.13,78.3,2,1.0
Student_1256,T3_Fall,Program_A,Transfer,3,77,2.03,0.11,0.798,1,0,15,2.46,0.905,0.132,67.8,1,1.0
Student_1257,T3_Fall,Program_C,Transfer,2,46,2.79,-0.12,0.759,1,1,15,5.5,0.978,0.151,87.9,3,0.0
Student_1258,T3_Fall,Program_A,Transfer,4,99,3.33,-0.08,0.822,1,0,15,3.61,0.778,0.185,74.9,6,0.0
Student_1259,T3_Fall,Program_A,First_Year,1,25,2.62,0.39,0.987,0,1,18,2.91,0.909,0.17,75.4,4,0.0
Student_1260,T3_Fall,Program_D,First_Year,3,58,2.79,0.16,0.652,2,0,12,5.31,0.954,0.088,79.7,0,0.0
Student_1262,T3_Fall,Program_D,First_Year,4,98,1.78,1.0,0.731,1,0,15,4.93,0.981,0.0,86.4,3,1.0
Student_1264,T3_Fall,Program_B,First_Year,4,87,2.88,0.04,1.0,0,0,15,4.66,1.0,0.0,91.8,0,0.0
Student_1265,T3_Fall,Program_A,Transfer,1,21,2.99,0.28,0.898,0,1,15,4.71,0.957,0.039,68.2,4,0.0
Student_1266,T3_Fall,Program_D,First_Year,2,29,2.06,0.02,0.801,0,0,15,4.02,0.859,0.125,89.2,2,0.0
Student_1267,T3_Fall,Program_B,Transfer,3,58,3.28,-0.32,0.976,0,0,15,4.39,0.83,0.185,98.8,0,1.0
Student_1268,T3_Fall,Program_B,First_Year,1,18,2.49,0.17,0.818,1,0,15,3.75,1.0,0.104,91.5,6,0.0
Student_1269,T3_Fall,Program_A,First_Year,2,34,1.85,-0.04,0.601,2,0,12,2.58,0.786,0.255,66.2,3,1.0
Student_1270,T3_Fall,Program_B,Transfer,3,58,2.98,-0.22,0.88,0,0,9,3.36,0.843,0.199,87.2,4,0.0
Student_1271,T3_Fall,Program_D,First_Year,2,43,1.83,-0.15,0.756,1,0,15,3.96,0.83,0.206,77.5,2,0.0
Student_1272,T3_Fall,Program_D,First_Year,2,46,3.32,-0.33,0.893,0,1,12,5.16,0.727,0.162,87.1,0,0.0
Student_1273,T3_Fall,Program_D,First_Year,4,102,2.82,0.65,0.852,0,0,12,5.69,1.0,0.048,86.3,1,0.0
Student_1274,T3_Fall,Program_C,First_Year,1,12,2.75,0.16,1.0,0,1,15,4.06,0.905,0.229,87.0,5,0.0
Student_1276,T3_Fall,Program_D,First_Year,4,81,2.69,0.41,0.947,0,1,12,2.71,1.0,0.055,78.1,3,0.0
Student_1278,T3_Fall,Program_B,First_Year,4,93,2.7,-0.8,0.788,0,1,9,1.81,0.524,0.374,49.9,4,1.0
Student_1279,T3_Fall,Program_A,First_Year,2,40,2.56,-0.34,0.778,1,0,15,2.84,0.756,0.405,62.7,0,0.0
Student_1280,T3_Fall,Program_C,Transfer,4,108,2.63,0.16,0.871,0,0,15,1.99,0.846,0.235,73.0,2,0.0
Student_1282,T3_Fall,Program_C,First_Year,2,28,3.41,0.25,0.906,0,0,15,4.06,0.757,0.168,78.5,5,0.0
Student_1283,T3_Fall,Program_C,First_Year,3,67,2.19,0.08,0.821,0,0,12,3.25,0.806,0.19,55.9,6,0.0
Student_1285,T3_Fall,Program_B,First_Year,1,7,3.01,-0.4,0.924,0,2,18,1.89,0.756,0.345,74.5,0,0.0
Student_1286,T3_Fall,Program_A,First_Year,1,27,2.84,-0.11,0.683,1,0,15,2.63,0.826,0.158,77.0,0,1.0
Student_1287,T3_Fall,Program_D,First_Year,1,22,2.61,0.03,0.909,0,0,9,4.19,0.913,0.211,82.1,5,0.0
Student_1289,T3_Fall,Program_B,Transfer,1,3,3.47,-0.09,0.887,0,0,12,5.01,0.941,0.057,100.0,0,1.0
Student_1290,T3_Fall,Program_A,First_Year,1,23,2.95,-0.14,0.763,1,1,15,3.81,0.702,0.246,70.1,1,1.0
Student_1291,T3_Fall,Program_C,First_Year,3,74,3.1,0.07,0.887,0,0,15,3.01,0.934,0.271,87.8,2,0.0
Student_1292,T3_Fall,Program_A,Transfer,4,99,3.57,0.87,0.896,0,0,9,4.98,1.0,0.073,87.9,5,0.0
Student_1293,T3_Fall,Program_C,First_Year,2,43,3.54,0.31,0.711,1,1,9,4.06,0.806,0.436,71.3,4,0.0
Student_1294,T3_Fall,Program_C,Transfer,1,3,3.39,-0.07,0.917,0,0,15,3.71,0.808,0.055,60.8,6,0.0
Student_1295,T3_Fall,Program_B,First_Year,1,19,2.73,0.33,0.797,1,1,12,6.63,0.972,0.0,95.3,2,0.0
Student_1296,T3_Fall,Program_B,First_Year,4,95,2.7,-0.45,0.819,0,0,15,3.69,0.903,0.133,61.5,2,0.0
Student_1297,T3_Fall,Program_C,Transfer,3,71,1.95,-0.38,0.722,0,0,18,4.76,0.83,0.246,66.2,5,0.0
Student_1298,T3_Fall,Program_A,First_Year,3,62,2.68,0.4,0.895,1,0,18,4.55,0.983,0.183,75.3,0,0.0
Student_1299,T3_Fall,Program_A,First_Year,4,88,3.07,-0.14,0.851,0,0,18,4.28,0.795,0.114,64.0,3,0.0
Student_1301,T3_Fall,Program_C,Transfer,1,17,2.76,0.17,0.833,1,0,12,4.37,0.984,0.023,74.2,3,0.0
Student_1302,T3_Fall,Program_A,First_Year,4,83,2.89,0.54,0.878,1,0,15,3.58,1.0,0.098,85.0,2,1.0
Student_1303,T3_Fall,Program_B,First_Year,2,39,2.43,0.28,0.924,0,1,12,4.03,0.881,0.241,67.0,2,0.0
Student_1305,T3_Fall,Program_B,Transfer,2,32,2.39,0.68,0.758,1,1,15,3.26,1.0,0.071,62.8,1,0.0
Student_1309,T3_Fall,Program_A,Transfer,3,58,2.76,0.52,0.964,0,1,12,3.33,0.751,0.015,72.9,2,0.0
Student_1310,T3_Fall,Program_A,Transfer,2,47,2.43,-0.29,0.841,0,0,12,3.56,0.874,0.254,72.9,0,0.0
Student_1311,T3_Fall,Program_C,First_Year,1,1,3.54,-0.04,0.945,0,0,18,1.71,0.824,0.208,80.0,8,0.0
Student_1313,T3_Fall,Program_B,First_Year,1,8,2.46,-0.52,0.805,0,0,18,3.84,0.795,0.203,66.6,3,1.0
Student_1315,T3_Fall,Program_A,First_Year,2,37,2.24,-0.07,0.817,0,1,18,2.55,0.709,0.305,77.8,5,0.0
Student_1316,T3_Fall,Program_C,First_Year,2,42,2.73,-0.33,0.996,0,0,15,5.6,1.0,0.13,76.3,0,0.0
Student_1318,T3_Fall,Program_D,First_Year,2,53,2.7,-0.0,0.921,0,1,15,2.68,0.894,0.037,71.0,5,0.0
Student_1319,T3_Fall,Program_B,First_Year,2,43,3.06,0.2,0.926,0,0,18,4.4,1.0,0.048,93.2,5,0.0
Student_1320,T3_Fall,Program_B,First_Year,2,53,3.07,0.32,0.93,0,0,18,4.4,0.921,0.152,65.1,1,0.0
Student_1321,T3_Fall,Program_C,Transfer,2,37,3.25,-0.05,0.846,0,0,12,3.93,0.828,0.343,79.3,0,0.0
Student_1322,T3_Fall,Program_C,Transfer,2,44,1.9,-0.09,0.699,1,1,15,2.92,0.65,0.308,78.0,5,0.0
Student_1323,T3_Fall,Program_A,Transfer,1,5,1.61,-0.11,0.804,0,0,18,3.11,0.864,0.17,75.0,5,0.0
Student_1324,T3_Fall,Program_A,First_Year,3,68,2.54,0.24,0.731,1,1,18,5.74,1.0,0.0,80.0,0,0.0
Student_1325,T3_Fall,Program_B,First_Year,3,55,3.42,0.52,1.0,0,1,18,6.17,1.0,0.012,93.6,0,0.0
Student_1326,T3_Fall,Program_A,First_Year,3,70,2.99,-0.08,0.965,0,0,9,4.74,0.968,0.153,86.4,6,0.0
Student_1327,T3_Fall,Program_C,First_Year,1,7,3.14,0.08,0.83,0,0,12,4.14,0.782,0.108,88.1,1,0.0
Student_1328,T3_Fall,Program_B,First_Year,2,34,2.63,0.05,0.683,1,0,15,5.03,0.993,0.15,76.0,0,0.0
Student_1329,T3_Fall,Program_D,First_Year,1,14,3.93,0.12,0.997,0,1,15,3.23,0.997,0.106,95.6,3,0.0
Student_1331,T3_Fall,Program_B,First_Year,2,32,3.03,0.25,0.904,0,0,9,4.09,0.846,0.279,82.9,3,0.0
Student_1333,T3_Fall,Program_A,First_Year,1,19,2.58,0.34,0.871,0,0,12,4.74,0.904,0.194,86.0,0,0.0
Student_1334,T3_Fall,Program_B,First_Year,2,46,2.55,0.17,0.835,0,0,18,4.83,0.81,0.175,66.9,5,0.0
Student_1335,T3_Fall,Program_A,Transfer,1,22,2.22,-0.07,0.922,0,0,15,5.46,0.873,0.2,75.6,0,0.0
Student_1336,T3_Fall,Program_A,First_Year,2,29,2.3,-1.0,0.909,0,0,12,4.59,0.786,0.231,82.9,4,0.0
