Student_ID,Term_ID,Week,LMS_Login_Days,Assignments_Due,Assignments_Submitted,Assignments_Late,Average_Assignment_Score,Days_Since_Last_Activity
Student_0882,T4_Spring,2,4.6,3,3,1,64.8,5
Student_0882,T4_Spring,3,3.6,4,3,1,70.9,1
Student_0882,T4_Spring,4,4.8,2,2,0,77.3,1
Student_0882,T4_Spring,5,4.3,2,2,0,75.8,1
Student_0882,T4_Spring,6,4.5,4,4,1,72.7,1
Student_0883,T4_Spring,1,4.3,4,4,0,80.3,0
Student_0883,T4_Spring,2,5.0,4,4,0,89.1,3
Student_0883,T4_Spring,3,5.3,4,4,0,71.7,1
Student_0883,T4_Spring,4,4.5,3,3,0,92.2,4
Student_0883,T4_Spring,5,4.9,5,5,0,83.1,4
Student_0883,T4_Spring,6,4.8,5,5,0,95.2,1
Student_0884,T4_Spring,1,4.3,4,4,1,78.1,1
Student_0884,T4_Spring,2,3.5,2,2,0,85.8,4
Student_0884,T4_Spring,3,4.9,2,2,0,70.0,1
Student_0884,T4_Spring,4,3.6,4,3,1,68.6,1
Student_0884,T4_Spring,5,2.9,5,5,2,80.4,3
Student_0884,T4_Spring,6,2.4,4,3,1,82.3,2
Student_0885,T4_Spring,1,1.7,5,4,1,77.1,2
Student_0885,T4_Spring,2,1.3,2,2,1,85.7,5
Student_0885,T4_Spring,3,2.5,3,3,1,60.0,3
Student_0885,T4_Spring,4,2.3,4,3,1,70.6,6
Student_0885,T4_Spring,5,2.8,4,3,1,82.3,5
Student_0885,T4_Spring,6,2.7,5,5,1,71.3,4
Student_0886,T4_Spring,1,3.0,4,2,1,78.5,4
Student_0886,T4_Spring,2,1.4,4,2,1,76.5,4
Student_0886,T4_Spring,3,2.1,3,2,1,91.7,3
Student_0886,T4_Spring,4,3.2,2,1,0,85.8,1
Student_0886,T4_Spring,5,3.2,3,2,1,72.5,3
Student_0886,T4_Spring,6,4.0,3,2,1,84.4,1
Student_0887,T4_Spring,1,4.4,3,3,0,78.9,0
Student_0887,T4_Spring,2,5.0,5,5,1,81.3,1
Student_0887,T4_Spring,3,5.3,5,5,1,88.0,0
Student_0887,T4_Spring,4,4.1,2,2,1,81.3,0
Student_0887,T4_Spring,5,3.4,5,5,1,74.3,0
Student_0887,T4_Spring,6,3.4,5,5,1,89.6,0
Student_0888,T4_Spring,1,5.5,3,3,1,81.8,2
Student_0888,T4_Spring,2,3.3,3,3,1,87.3,3
Student_0888,T4_Spring,3,4.4,3,3,1,74.8,2
Student_0888,T4_Spring,4,2.7,3,3,1,71.8,4
Student_0888,T4_Spring,5,3.4,3,3,1,76.8,0
Student_0888,T4_Spring,6,3.4,4,4,1,86.5,4
Student_0889,T4_Spring,1,3.9,5,4,2,78.0,2
Student_0889,T4_Spring,2,3.1,3,2,1,80.2,3
Student_0889,T4_Spring,3,3.6,3,2,1,72.0,6
Student_0889,T4_Spring,4,4.6,2,1,0,84.4,3
Student_0889,T4_Spring,5,3.7,2,2,1,78.5,3
Student_0889,T4_Spring,6,4.9,2,2,1,77.8,6
Student_0890,T4_Spring,1,5.8,5,5,1,95.3,0
Student_0890,T4_Spring,2,2.8,4,4,1,99.8,0
Student_0890,T4_Spring,3,5.0,4,4,1,100.0,2
Student_0890,T4_Spring,4,4.2,5,5,1,100.0,0
Student_0890,T4_Spring,5,2.4,2,2,0,100.0,2
Student_0890,T4_Spring,6,2.9,3,3,0,92.5,0
Student_0891,T4_Spring,1,4.7,3,2,0,54.5,1
Student_0891,T4_Spring,2,4.1,4,3,1,70.1,0
Student_0891,T4_Spring,3,3.6,3,2,1,62.0,1
Student_0891,T4_Spring,4,4.3,2,2,0,62.4,0
Student_0891,T4_Spring,5,3.9,5,4,1,62.7,0
Student_0891,T4_Spring,6,3.8,3,2,1,57.2,2
Student_0892,T4_Spring,1,3.5,4,3,1,83.3,6
Student_0892,T4_Spring,2,3.7,3,3,1,70.3,3
Student_0892,T4_Spring,3,4.2,3,2,1,79.9,2
Student_0892,T4_Spring,4,3.2,3,3,1,69.3,4
Student_0892,T4_Spring,5,3.0,5,4,1,74.2,6
Student_0892,T4_Spring,6,4.6,5,4,1,73.9,3
Student_0893,T4_Spring,1,1.4,2,2,0,76.4,2
Student_0893,T4_Spring,2,2.4,4,4,1,88.7,0
Student_0893,T4_Spring,3,3.3,5,4,1,72.9,0
Student_0893,T4_Spring,4,3.5,3,3,1,66.7,0
Student_0893,T4_Spring,5,3.7,4,4,1,72.8,1
Student_0893,T4_Spring,6,3.9,4,3,1,84.1,1
Student_0894,T4_Spring,1,2.1,3,2,0,89.1,5
Student_0894,T4_Spring,2,2.4,4,3,1,97.0,4
Student_0894,T4_Spring,3,2.5,3,3,0,95.9,4
Student_0894,T4_Spring,4,3.8,3,3,1,81.5,1
Student_0894,T4_Spring,5,2.8,3,2,0,84.1,3
Student_0894,T4_Spring,6,3.3,3,2,1,95.2,4
Student_0895,T4_Spring,1,1.8,5,4,0,71.0,2
Student_0895,T4_Spring,2,2.3,4,4,0,71.5,0
Student_0895,T4_Spring,3,1.9,3,3,0,69.3,2
Student_0895,T4_Spring,4,2.6,2,2,0,84.9,2
Student_0895,T4_Spring,5,4.0,2,2,0,73.9,0
Student_0895,T4_Spring,6,1.9,3,3,0,74.2,0
Student_0896,T4_Spring,1,3.6,5,5,1,100.0,2
Student_0896,T4_Spring,2,3.2,3,3,0,100.0,3
Student_0896,T4_Spring,3,4.3,3,3,0,96.6,2
Student_0896,T4_Spring,4,4.6,5,5,1,97.0,3
Student_0896,T4_Spring,5,3.5,4,4,1,100.0,5
Student_0896,T4_Spring,6,3.7,2,2,0,100.0,5
Student_0897,T4_Spring,1,4.0,4,4,0,87.0,1
Student_0897,T4_Spring,2,5.0,3,3,0,73.2,3
Student_0897,T4_Spring,3,4.1,5,4,1,74.1,1
Student_0897,T4_Spring,4,3.8,5,4,1,75.1,1
Student_0897,T4_Spring,5,3.9,3,3,0,70.5,1
Student_0897,T4_Spring,6,3.0,2,2,0,82.2,1
Student_0898,T4_Spring,1,4.7,4,3,1,84.3,3
Student_0898,T4_Spring,2,2.2,5,3,1,62.4,2
Student_0898,T4_Spring,3,4.1,3,2,1,67.0,5
Student_0898,T4_Spring,4,1.4,5,4,1,61.6,4
Student_0898,T4_Spring,5,3.7,3,2,1,71.3,1
Student_0898,T4_Spring,6,4.5,4,3,1,81.0,1
Student_0899,T4_Spring,1,2.9,2,2,0,98.8,3
Student_0899,T4_Spring,2,3.7,3,3,0,89.8,0
Student_0899,T4_Spring,3,5.1,4,4,1,75.6,0
Student_0899,T4_Spring,4,2.6,3,3,0,92.1,0
Student_0899,T4_Spring,5,5.1,3,3,0,94.9,2
Student_0899,T4_Spring,6,4.3,5,4,0,89.8,2
Student_0900,T4_Spring,1,6.7,2,2,0,72.6,0
Student_0900,T4_Spring,2,6.2,3,3,0,72.1,2
Student_0900,T4_Spring,3,6.5,4,4,0,75.2,0
Student_0900,T4_Spring,4,5.8,5,5,1,68.4,2
Student_0900,T4_Spring,5,6.2,3,3,0,70.0,0
Student_0900,T4_Spring,6,5.0,3,3,0,81.4,0
Student_0901,T4_Spring,1,5.1,5,4,1,80.9,2
Student_0901,T4_Spring,2,4.6,5,4,1,82.0,1
Student_0901,T4_Spring,3,4.9,2,2,1,82.9,1
Student_0901,T4_Spring,4,3.7,4,3,1,75.7,0
Student_0901,T4_Spring,5,4.4,3,2,1,66.5,2
Student_0901,T4_Spring,6,5.2,4,3,1,73.1,0
Student_0902,T4_Spring,1,4.6,2,2,0,81.1,0
Student_0902,T4_Spring,2,4.4,2,2,0,75.5,0
Student_0902,T4_Spring,3,4.6,5,5,1,79.9,0
Student_0902,T4_Spring,4,2.9,3,3,1,77.5,2
Student_0902,T4_Spring,5,3.4,4,4,1,68.5,0
Student_0902,T4_Spring,6,2.9,3,3,0,77.9,2
Student_0903,T4_Spring,1,6.2,5,5,0,69.1,3
Student_0903,T4_Spring,2,3.5,5,5,0,85.2,0
Student_0903,T4_Spring,3,4.8,5,5,0,75.6,2
Student_0903,T4_Spring,4,4.8,5,5,0,82.3,0
Student_0903,T4_Spring,5,4.7,5,5,0,83.4,0
Student_0903,T4_Spring,6,5.3,3,3,0,96.4,3
Student_0904,T4_Spring,1,3.9,2,2,0,100.0,4
Student_0904,T4_Spring,2,2.5,2,2,0,100.0,1
Student_0904,T4_Spring,3,2.3,5,5,0,100.0,1
Student_0904,T4_Spring,4,3.9,3,3,0,100.0,3
Student_0904,T4_Spring,5,3.0,5,5,0,100.0,1
Student_0904,T4_Spring,6,3.9,2,2,0,93.4,2
Student_0905,T4_Spring,1,3.6,2,2,0,72.2,0
Student_0905,T4_Spring,2,4.0,3,2,1,88.4,1
Student_0905,T4_Spring,3,3.5,2,2,0,79.5,2
Student_0905,T4_Spring,4,2.4,4,3,1,88.2,1
Student_0905,T4_Spring,5,4.3,4,3,1,82.8,0
Student_0905,T4_Spring,6,1.9,2,2,0,78.5,0
Student_0906,T4_Spring,1,4.2,5,4,1,76.1,3
Student_0906,T4_Spring,2,3.4,4,3,1,76.0,3
Student_0906,T4_Spring,3,5.0,4,3,1,69.7,3
Student_0906,T4_Spring,4,4.2,2,1,0,70.4,4
Student_0906,T4_Spring,5,4.1,3,2,1,74.2,3
Student_0906,T4_Spring,6,3.9,3,2,1,80.7,3
Student_0907,T4_Spring,1,4.4,4,3,1,81.5,2
Student_0907,T4_Spring,2,3.4,2,1,0,66.0,4
Student_0907,T4_Spring,3,4.8,2,1,0,68.6,5
Student_0907,T4_Spring,4,4.3,3,2,1,72.7,5
Student_0907,T4_Spring,5,5.5,5,4,1,70.0,3
Student_0907,T4_Spring,6,3.7,2,1,0,68.2,3
Student_0908,T4_Spring,1,4.5,4,3,0,88.5,1
Student_0908,T4_Spring,2,5.4,5,5,1,92.2,0
Student_0908,T4_Spring,3,3.7,3,3,0,100.0,1
Student_0908,T4_Spring,4,4.4,3,3,0,96.9,0
Student_0908,T4_Spring,5,4.6,3,3,0,100.0,0
Student_0908,T4_Spring,6,4.9,4,4,1,100.0,0
Student_0909,T4_Spring,1,3.8,4,4,1,72.9,5
Student_0909,T4_Spring,2,3.6,5,5,1,73.3,6
Student_0909,T4_Spring,3,3.7,2,2,0,85.4,5
Student_0909,T4_Spring,4,2.5,2,2,0,82.5,2
Student_0909,T4_Spring,5,3.8,3,3,1,81.4,4
Student_0909,T4_Spring,6,2.9,5,4,0,79.2,2
Student_0910,T4_Spring,1,5.0,4,4,0,81.3,0
Student_0910,T4_Spring,2,5.4,5,5,1,82.1,0
Student_0910,T4_Spring,3,4.9,3,3,1,85.9,2
Student_0910,T4_Spring,4,4.2,5,5,0,77.1,1
Student_0910,T4_Spring,5,4.7,4,4,0,78.2,0
Student_0910,T4_Spring,6,3.9,5,4,0,85.5,0
Student_0911,T4_Spring,1,5.2,2,2,0,89.6,0
Student_0911,T4_Spring,2,5.2,4,3,0,78.8,1
Student_0911,T4_Spring,3,3.9,2,2,0,82.4,0
Student_0911,T4_Spring,4,5.1,4,4,1,89.3,0
Student_0911,T4_Spring,5,3.9,5,5,1,89.4,1
Student_0911,T4_Spring,6,4.0,4,4,1,70.5,1
Student_0912,T4_Spring,1,3.8,3,2,1,92.0,8
Student_0912,T4_Spring,2,2.5,5,3,1,91.9,5
Student_0912,T4_Spring,3,3.9,3,2,0,93.2,5
Student_0912,T4_Spring,4,4.2,4,3,1,98.0,5
Student_0912,T4_Spring,5,4.2,4,3,1,95.9,7
Student_0912,T4_Spring,6,4.2,5,4,1,97.9,8
Student_0913,T4_Spring,1,4.0,3,3,1,78.6,4
Student_0913,T4_Spring,2,4.0,3,2,0,93.4,3
Student_0913,T4_Spring,3,3.4,5,4,1,81.8,2
Student_0913,T4_Spring,4,3.4,4,4,1,83.9,3
Student_0913,T4_Spring,5,2.8,2,2,0,82.1,3
Student_0913,T4_Spring,6,3.0,2,2,0,78.4,2
Student_0914,T4_Spring,1,4.8,4,3,1,88.2,1
Student_0914,T4_Spring,2,2.4,2,2,0,95.9,2
Student_0914,T4_Spring,3,3.9,5,4,1,90.1,3
Student_0914,T4_Spring,4,3.0,4,3,1,86.2,3
Student_0914,T4_Spring,5,4.7,5,4,1,80.9,1
Student_0914,T4_Spring,6,3.2,2,1,0,99.3,0
Student_0915,T4_Spring,1,4.3,5,4,0,56.7,4
Student_0915,T4_Spring,2,4.9,2,2,0,63.4,5
Student_0915,T4_Spring,3,5.8,5,4,1,62.9,3
Student_0915,T4_Spring,4,5.0,2,2,0,65.1,1
Student_0915,T4_Spring,5,3.7,3,2,0,60.8,5
Student_0915,T4_Spring,6,4.4,5,4,1,60.2,1
Student_0916,T4_Spring,1,4.8,4,4,1,61.6,6
Student_0916,T4_Spring,2,2.9,3,2,1,66.7,5
Student_0916,T4_Spring,3,4.7,2,2,1,73.4,3
Student_0916,T4_Spring,4,3.4,4,3,1,60.8,6
Student_0916,T4_Spring,5,4.2,4,3,1,73.6,2
Student_0916,T4_Spring,6,3.9,4,3,1,58.4,2
Student_0917,T4_Spring,1,5.1,4,4,1,87.7,2
Student_0917,T4_Spring,2,4.5,2,2,0,77.6,0
Student_0917,T4_Spring,3,6.4,2,2,0,85.6,1
Student_0917,T4_Spring,4,5.6,4,4,0,81.5,2
Student_0917,T4_Spring,5,4.6,4,4,0,75.0,0
Student_0917,T4_Spring,6,4.1,2,2,0,71.5,1
Student_0918,T4_Spring,1,4.4,3,3,1,82.7,4
Student_0918,T4_Spring,2,3.9,2,2,0,100.0,2
Student_0918,T4_Spring,3,3.5,3,3,0,98.0,1
Student_0918,T4_Spring,4,3.9,2,2,0,99.4,0
Student_0918,T4_Spring,5,3.6,5,5,0,89.4,4
Student_0918,T4_Spring,6,4.5,5,5,0,90.1,2
Student_0919,T4_Spring,1,4.4,3,3,0,69.8,0
Student_0919,T4_Spring,2,3.0,2,2,0,70.7,0
Student_0919,T4_Spring,3,3.5,3,3,0,76.9,0
Student_0919,T4_Spring,4,4.1,5,4,1,72.5,2
Student_0919,T4_Spring,5,5.2,5,5,0,75.4,0
Student_0919,T4_Spring,6,5.4,2,2,0,73.5,0
Student_0920,T4_Spring,1,4.3,5,3,1,66.0,0
Student_0920,T4_Spring,2,5.7,5,4,1,70.0,2
Student_0920,T4_Spring,3,4.3,5,4,1,64.6,0
Student_0920,T4_Spring,4,5.0,2,1,0,61.1,0
Student_0920,T4_Spring,5,3.6,3,2,1,69.5,0
Student_0920,T4_Spring,6,2.5,4,3,1,63.4,1
Student_0921,T4_Spring,1,3.5,5,5,1,80.0,4
Student_0921,T4_Spring,2,3.6,5,4,1,88.9,3
Student_0921,T4_Spring,3,4.3,2,2,1,82.0,4
Student_0921,T4_Spring,4,3.0,5,4,1,93.1,3
Student_0921,T4_Spring,5,3.4,2,2,1,75.4,5
Student_0921,T4_Spring,6,2.9,5,4,1,90.5,2
Student_0922,T4_Spring,1,4.2,5,5,0,54.3,4
Student_0922,T4_Spring,2,4.6,2,2,0,66.3,4
Student_0922,T4_Spring,3,3.5,4,4,0,66.4,3
Student_0922,T4_Spring,4,4.7,5,5,0,64.4,4
Student_0922,T4_Spring,5,4.4,5,5,0,67.8,1
Student_0922,T4_Spring,6,4.8,2,2,0,60.2,0
Student_0923,T4_Spring,1,4.3,2,2,0,100.0,6
Student_0923,T4_Spring,2,5.0,3,3,0,89.4,3
Student_0923,T4_Spring,3,1.8,4,4,1,88.3,5
Student_0923,T4_Spring,4,2.4,2,2,0,80.1,6
Student_0923,T4_Spring,5,3.7,2,2,0,98.6,6
Student_0923,T4_Spring,6,1.5,4,4,1,100.0,2
Student_0924,T4_Spring,1,5.4,4,4,0,65.3,1
Student_0924,T4_Spring,2,5.9,2,2,0,72.6,1
Student_0924,T4_Spring,3,3.6,2,2,0,76.0,0
Student_0924,T4_Spring,4,3.3,2,2,0,82.1,0
Student_0924,T4_Spring,5,4.6,3,3,0,76.0,1
Student_0924,T4_Spring,6,5.0,5,4,0,84.5,1
Student_0925,T4_Spring,1,4.6,2,2,0,89.1,0
Student_0925,T4_Spring,2,5.7,5,5,1,87.2,0
Student_0925,T4_Spring,3,4.4,4,4,1,100.0,0
Student_0925,T4_Spring,4,4.6,2,2,0,83.2,0
Student_0925,T4_Spring,5,5.1,4,3,0,87.9,0
Student_0925,T4_Spring,6,4.2,4,4,1,87.1,1
Student_0926,T4_Spring,1,6.7,4,4,0,87.0,3
Student_0926,T4_Spring,2,4.8,3,3,0,79.4,3
Student_0926,T4_Spring,3,3.6,2,2,0,91.8,7
Student_0926,T4_Spring,4,4.7,3,3,0,72.4,4
Student_0926,T4_Spring,5,4.5,5,5,0,74.5,5
Student_0926,T4_Spring,6,5.1,5,5,0,83.2,4
Student_0927,T4_Spring,1,5.8,2,2,0,67.2,4
Student_0927,T4_Spring,2,6.9,5,5,0,56.4,3
Student_0927,T4_Spring,3,6.1,3,3,0,69.1,1
Student_0927,T4_Spring,4,6.0,3,3,1,70.8,2
Student_0927,T4_Spring,5,6.4,5,5,1,69.2,2
Student_0927,T4_Spring,6,5.9,3,3,0,66.3,1
Student_0928,T4_Spring,1,5.6,2,2,0,73.0,2
Student_0928,T4_Spring,2,5.3,3,3,0,70.8,0
Student_0928,T4_Spring,3,4.7,2,2,0,77.0,0
Student_0928,T4_Spring,4,6.2,3,3,0,74.9,0
Student_0928,T4_Spring,5,5.6,2,2,0,74.3,0
Student_0928,T4_Spring,6,5.6,3,3,0,68.2,0
Student_0929,T4_Spring,1,4.5,5,4,1,77.2,2
Student_0929,T4_Spring,2,4.6,5,5,1,74.9,2
Student_0929,T4_Spring,3,5.1,5,4,1,65.6,4
Student_0929,T4_Spring,4,5.8,5,5,1,74.3,3
Student_0929,T4_Spring,5,3.7,5,4,1,74.4,5
Student_0929,T4_Spring,6,4.6,4,4,1,69.6,4
Student_0930,T4_Spring,1,1.9,4,3,1,68.0,1
Student_0930,T4_Spring,2,3.5,4,3,1,67.1,0
Student_0930,T4_Spring,3,2.1,2,1,0,71.1,4
Student_0930,T4_Spring,4,1.4,3,2,1,60.9,4
Student_0930,T4_Spring,5,3.2,3,2,1,66.9,1
Student_0930,T4_Spring,6,1.6,5,3,1,80.2,3
Student_0931,T4_Spring,1,3.0,5,4,1,100.0,0
Student_0931,T4_Spring,2,4.0,4,3,1,96.1,0
Student_0931,T4_Spring,3,3.4,2,2,0,100.0,2
Student_0931,T4_Spring,4,4.6,5,4,0,93.5,0
Student_0931,T4_Spring,5,5.1,3,2,1,94.3,0
Student_0931,T4_Spring,6,4.3,5,4,1,89.2,0
Student_0932,T4_Spring,1,0.1,3,2,1,85.4,0
Student_0932,T4_Spring,2,0.7,5,4,1,70.9,2
Student_0932,T4_Spring,3,1.4,2,2,0,67.2,0
Student_0932,T4_Spring,4,1.4,4,3,1,86.2,1
Student_0932,T4_Spring,5,1.0,3,3,1,82.3,0
Student_0932,T4_Spring,6,0.0,2,2,0,77.3,0
Student_0933,T4_Spring,1,5.4,3,3,1,78.1,1
Student_0933,T4_Spring,2,6.2,5,4,1,56.9,0
Student_0933,T4_Spring,3,5.5,3,2,0,82.8,4
Student_0933,T4_Spring,4,5.4,5,4,0,74.3,3
Student_0933,T4_Spring,5,5.4,5,4,0,72.1,3
Student_0933,T4_Spring,6,6.2,2,2,1,68.5,3
Student_0934,T4_Spring,1,3.8,3,3,1,83.0,0
Student_0934,T4_Spring,2,3.9,4,3,0,83.1,3
Student_0934,T4_Spring,3,4.7,3,3,0,75.3,3
Student_0934,T4_Spring,4,3.7,5,5,1,86.5,2
Student_0934,T4_Spring,5,5.5,2,2,0,82.1,1
Student_0934,T4_Spring,6,4.0,4,4,1,97.6,1
Student_0935,T4_Spring,1,3.1,2,2,1,68.1,3
Student_0935,T4_Spring,2,4.0,4,4,1,48.5,2
Student_0935,T4_Spring,3,3.6,5,5,2,46.0,3
Student_0935,T4_Spring,4,3.8,2,2,1,49.5,5
Student_0935,T4_Spring,5,2.2,3,3,1,65.9,1
Student_0935,T4_Spring,6,2.8,4,4,1,52.9,1
Student_0936,T4_Spring,1,7.0,3,3,0,81.8,1
Student_0936,T4_Spring,2,7.0,3,3,0,78.0,0
Student_0936,T4_Spring,3,6.2,2,2,0,72.5,1
Student_0936,T4_Spring,4,6.6,5,5,0,79.1,1
Student_0936,T4_Spring,5,6.6,3,3,0,77.0,0
Student_0936,T4_Spring,6,6.8,5,5,0,78.1,0
Student_0937,T4_Spring,1,2.3,4,4,0,95.7,7
Student_0937,T4_Spring,2,2.1,4,4,1,95.4,6
Student_0937,T4_Spring,3,2.3,3,3,0,92.0,5
Student_0937,T4_Spring,4,2.3,4,4,1,100.0,8
Student_0937,T4_Spring,5,1.5,2,2,0,98.2,6
Student_0937,T4_Spring,6,2.7,2,2,0,86.4,5
Student_0938,T4_Spring,1,4.5,4,3,1,97.2,5
Student_0938,T4_Spring,2,2.3,3,3,0,89.9,5
Student_0938,T4_Spring,3,2.9,5,4,1,88.9,4
Student_0938,T4_Spring,4,3.0,3,2,0,77.7,5
Student_0938,T4_Spring,5,3.5,3,3,0,76.9,3
Student_0938,T4_Spring,6,3.0,3,2,0,79.5,2
Student_0939,T4_Spring,1,4.9,5,4,0,66.8,0
Student_0939,T4_Spring,2,6.3,3,3,0,53.7,3
Student_0939,T4_Spring,3,4.6,2,2,0,57.6,3
Student_0939,T4_Spring,4,5.1,5,4,1,51.1,2
Student_0939,T4_Spring,5,6.4,3,3,0,61.4,1
Student_0939,T4_Spring,6,6.4,5,4,1,68.4,4
Student_0940,T4_Spring,1,3.4,4,3,1,91.1,0
Student_0940,T4_Spring,2,4.6,3,2,1,75.7,0
Student_0940,T4_Spring,3,3.7,3,2,0,73.9,0
Student_0940,T4_Spring,4,4.7,3,2,1,78.1,0
Student_0940,T4_Spring,5,3.6,5,4,1,66.7,0
Student_0940,T4_Spring,6,5.2,5,4,1,72.3,0
Student_0941,T4_Spring,1,4.1,2,2,1,94.2,2
Student_0941,T4_Spring,2,4.0,3,3,1,93.3,0
Student_0941,T4_Spring,3,3.9,2,2,0,96.8,1
Student_0941,T4_Spring,4,3.8,3,3,1,92.9,2
Student_0941,T4_Spring,5,4.0,4,3,1,93.8,0
Student_0941,T4_Spring,6,4.4,5,4,1,89.6,2
Student_0942,T4_Spring,1,3.7,2,2,0,91.7,1
Student_0942,T4_Spring,2,5.5,5,4,0,96.8,1
Student_0942,T4_Spring,3,3.7,5,5,1,100.0,1
Student_0942,T4_Spring,4,3.5,2,2,0,97.9,1
Student_0942,T4_Spring,5,3.4,4,4,0,96.4,4
Student_0942,T4_Spring,6,3.8,4,4,0,86.9,4
Student_0943,T4_Spring,1,3.8,4,4,1,69.7,0
Student_0943,T4_Spring,2,2.0,5,5,1,64.3,0
Student_0943,T4_Spring,3,3.1,2,2,0,56.4,0
Student_0943,T4_Spring,4,2.9,2,2,0,62.4,1
Student_0943,T4_Spring,5,4.7,2,2,1,65.3,0
Student_0943,T4_Spring,6,4.3,4,4,1,59.7,0
Student_0944,T4_Spring,1,3.7,3,3,1,73.6,0
Student_0944,T4_Spring,2,4.3,2,2,0,90.6,0
Student_0944,T4_Spring,3,4.4,5,4,0,95.8,0
Student_0944,T4_Spring,4,4.0,5,5,1,86.9,2
Student_0944,T4_Spring,5,5.9,2,2,0,81.6,1
Student_0944,T4_Spring,6,5.8,5,4,1,83.7,0
Student_0945,T4_Spring,1,3.4,3,3,1,85.0,4
Student_0945,T4_Spring,2,4.1,5,4,0,93.1,1
Student_0945,T4_Spring,3,3.7,4,3,1,89.6,0
Student_0945,T4_Spring,4,3.6,3,2,0,84.0,1
Student_0945,T4_Spring,5,3.1,2,2,0,95.3,2
Student_0945,T4_Spring,6,3.7,2,2,0,83.6,4
Student_0946,T4_Spring,1,4.1,2,2,0,76.0,6
Student_0946,T4_Spring,2,4.3,4,4,1,73.9,8
Student_0946,T4_Spring,3,4.1,2,2,0,76.8,6
Student_0946,T4_Spring,4,3.0,5,5,0,78.6,4
Student_0946,T4_Spring,5,4.5,5,5,0,84.6,8
Student_0946,T4_Spring,6,3.6,2,2,0,79.7,4
Student_0947,T4_Spring,1,5.1,5,5,0,62.6,5
Student_0947,T4_Spring,2,5.6,2,2,0,73.4,3
Student_0947,T4_Spring,3,6.4,4,4,0,69.7,6
Student_0947,T4_Spring,4,5.7,4,4,0,68.6,3
Student_0947,T4_Spring,5,4.4,4,4,0,73.5,2
Student_0947,T4_Spring,6,4.9,5,5,0,65.4,3
Student_0948,T4_Spring,1,5.2,2,2,0,85.6,1
Student_0948,T4_Spring,2,4.5,2,2,0,84.6,0
Student_0948,T4_Spring,3,5.4,2,2,0,84.5,0
Student_0948,T4_Spring,4,6.0,4,4,0,91.4,0
Student_0948,T4_Spring,5,6.7,3,3,0,93.1,2
Student_0948,T4_Spring,6,4.0,3,3,0,83.6,0
Student_0949,T4_Spring,1,4.0,5,5,1,91.1,0
Student_0949,T4_Spring,2,5.1,5,5,1,96.7,4
Student_0949,T4_Spring,3,4.5,5,5,0,87.8,4
Student_0949,T4_Spring,4,3.6,4,4,1,85.7,0
Student_0949,T4_Spring,5,4.8,2,2,0,93.7,2
Student_0949,T4_Spring,6,5.0,5,5,1,87.0,1
Student_0950,T4_Spring,1,2.3,2,2,1,70.6,6
Student_0950,T4_Spring,2,0.7,2,2,1,72.0,4
Student_0950,T4_Spring,3,1.5,5,4,1,74.2,6
Student_0950,T4_Spring,4,1.0,2,2,1,73.7,6
Student_0950,T4_Spring,5,3.4,3,2,0,73.1,7
Student_0950,T4_Spring,6,1.4,4,3,1,65.6,7
Student_0951,T4_Spring,1,4.6,5,4,1,79.4,5
Student_0951,T4_Spring,2,2.9,2,2,0,80.1,2
Student_0951,T4_Spring,3,5.0,2,2,0,68.5,2
Student_0951,T4_Spring,4,4.1,3,2,1,58.6,5
Student_0951,T4_Spring,5,3.9,5,4,1,91.7,6
Student_0951,T4_Spring,6,4.2,4,3,1,85.9,5
Student_0952,T4_Spring,1,4.6,5,5,0,82.8,2
Student_0952,T4_Spring,2,4.4,4,4,0,87.9,0
Student_0952,T4_Spring,3,4.3,4,4,1,100.0,0
Student_0952,T4_Spring,4,2.6,2,2,0,90.7,0
Student_0952,T4_Spring,5,5.6,3,3,0,100.0,0
Student_0952,T4_Spring,6,5.0,2,2,0,100.0,1
Student_0953,T4_Spring,1,4.0,5,5,1,100.0,5
Student_0953,T4_Spring,2,3.1,2,2,0,97.9,5
Student_0953,T4_Spring,3,4.6,4,4,1,95.5,1
Student_0953,T4_Spring,4,3.7,5,5,1,100.0,1
Student_0953,T4_Spring,5,3.1,4,4,1,95.7,5
Student_0953,T4_Spring,6,4.0,2,2,1,97.4,4
Student_0954,T4_Spring,1,3.9,3,3,0,85.9,0
Student_0954,T4_Spring,2,3.6,4,4,1,86.6,0
Student_0954,T4_Spring,3,4.4,2,2,0,84.6,0
Student_0954,T4_Spring,4,3.2,5,5,1,89.8,0
Student_0954,T4_Spring,5,3.5,4,4,1,83.3,0
Student_0954,T4_Spring,6,4.3,5,5,1,75.4,1
Student_0955,T4_Spring,1,1.6,5,4,1,72.5,7
Student_0955,T4_Spring,2,1.7,2,1,0,61.9,8
Student_0955,T4_Spring,3,1.5,3,2,0,70.8,6
Student_0955,T4_Spring,4,1.4,5,3,1,68.6,5
Student_0955,T4_Spring,5,1.6,5,4,0,72.9,8
Student_0955,T4_Spring,6,2.4,4,3,1,79.8,7
Student_0956,T4_Spring,1,3.7,2,2,0,100.0,1
Student_0956,T4_Spring,2,4.2,3,3,1,99.4,2
Student_0956,T4_Spring,3,4.1,3,3,0,100.0,2
Student_0956,T4_Spring,4,5.5,3,3,0,100.0,1
Student_0956,T4_Spring,5,5.2,3,3,0,100.0,2
Student_0956,T4_Spring,6,3.8,4,3,0,94.0,2
