Student_ID,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Current_GPA,Maximum_Recommended_Credits
Student_1071,Program_B,First_Year,1,13,3.63,15
Student_1072,Program_D,First_Year,2,30,2.14,15
Student_1073,Program_D,Transfer,2,27,3.04,12
Student_1074,Program_A,First_Year,1,11,4.0,18
Student_1075,Program_B,First_Year,3,77,3.02,15
Student_1076,Program_B,Transfer,3,81,2.54,15
Student_1077,Program_D,Transfer,2,53,1.63,12
Student_1078,Program_D,First_Year,3,72,3.35,18
Student_1079,Program_A,First_Year,1,16,2.67,15
Student_1080,Program_B,First_Year,4,103,2.47,12
Student_1081,Program_C,First_Year,3,70,3.44,15
Student_1082,Program_A,First_Year,3,66,3.0,18
Student_1083,Program_C,Transfer,1,3,2.79,15
Student_1084,Program_D,First_Year,2,53,3.1,15
Student_1085,Program_C,First_Year,4,95,2.8,15
Student_1086,Program_A,First_Year,3,56,2.27,15
Student_1087,Program_B,First_Year,4,102,2.58,12
Student_1088,Program_B,First_Year,2,42,3.78,15
Student_1089,Program_B,First_Year,2,48,3.0,18
Student_1090,Program_A,Transfer,4,106,2.9,15
Student_1091,Program_C,First_Year,1,3,2.34,18
Student_1092,Program_D,First_Year,3,74,2.03,15
Student_1093,Program_C,First_Year,1,24,2.12,18
Student_1094,Program_B,Transfer,2,46,2.82,18
Student_1095,Program_A,Transfer,2,47,2.64,15
Student_1096,Program_A,Transfer,4,107,2.14,15
Student_1097,Program_B,First_Year,1,6,1.85,15
Student_1098,Program_C,First_Year,3,74,3.27,15
Student_1099,Program_C,First_Year,2,40,1.94,15
Student_1100,Program_A,Transfer,4,104,3.06,15
Student_1101,Program_B,Transfer,4,102,2.92,15
Student_1102,Program_C,Transfer,2,52,2.58,12
Student_1103,Program_D,Transfer,4,100,2.88,15
Student_1104,Program_A,Transfer,1,2,2.42,15
Student_1105,Program_C,Transfer,2,38,2.74,18
Student_1106,Program_B,First_Year,3,72,2.37,18
Student_1107,Program_B,First_Year,1,7,3.49,15
Student_1108,Program_B,First_Year,2,48,2.29,15
Student_1109,Program_C,Transfer,4,90,2.96,18
Student_1110,Program_D,Transfer,2,46,2.89,15
Student_1111,Program_A,Transfer,2,37,3.16,15
Student_1112,Program_D,Transfer,1,11,2.55,15
Student_1113,Program_A,First_Year,1,24,2.74,15
Student_1114,Program_D,First_Year,3,60,3.75,18
Student_1115,Program_A,First_Year,4,99,3.55,15
Student_1116,Program_A,Transfer,1,11,3.27,15
Student_1117,Program_B,First_Year,2,37,1.66,12
Student_1118,Program_A,First_Year,1,13,2.23,18
Student_1119,Program_D,First_Year,3,65,2.91,15
Student_1120,Program_B,First_Year,3,64,3.84,15
Student_1121,Program_C,Transfer,4,89,2.78,18
Student_1122,Program_B,First_Year,2,39,2.47,15
Student_1123,Program_C,First_Year,2,50,2.1,12
Student_1124,Program_B,First_Year,1,8,2.14,18
Student_1125,Program_A,Transfer,3,77,3.19,15
Student_1126,Program_B,First_Year,2,43,4.0,18
Student_1127,Program_C,First_Year,2,49,2.2,18
Student_1128,Program_A,First_Year,4,96,1.86,15
Student_1129,Program_D,First_Year,1,22,2.91,15
Student_1130,Program_B,First_Year,1,22,2.43,18
Student_1131,Program_C,First_Year,3,56,1.94,15
Student_1132,Program_D,First_Year,2,34,2.65,18
Student_1133,Program_B,First_Year,2,32,2.59,18
Student_1134,Program_B,First_Year,1,11,3.27,18
Student_1135,Program_A,First_Year,3,81,2.96,18
Student_1136,Program_D,First_Year,4,108,2.18,18
Student_1137,Program_C,Transfer,4,105,3.19,18
Student_1138,Program_B,First_Year,3,57,3.08,18
Student_1139,Program_C,First_Year,4,105,2.81,15
Student_1140,Program_A,Transfer,2,30,2.86,15
Student_1141,Program_C,First_Year,3,64,2.52,15
Student_1142,Program_D,Transfer,1,26,2.95,18
Student_1143,Program_D,Transfer,3,80,3.62,15
Student_1144,Program_D,Transfer,1,14,1.98,18
Student_1145,Program_A,First_Year,2,46,2.43,15
Student_1146,Program_D,Transfer,1,26,2.9,12
Student_1147,Program_B,First_Year,1,16,3.11,15
Student_1148,Program_D,First_Year,4,103,3.63,15
Student_1149,Program_C,First_Year,2,35,3.01,15
Student_1150,Program_B,First_Year,2,54,3.62,15
Student_1151,Program_C,First_Year,3,73,2.74,15
Student_1152,Program_A,First_Year,1,10,2.45,18
Student_1153,Program_C,First_Year,1,3,2.83,15
Student_1154,Program_D,Transfer,2,48,3.79,18
Student_1155,Program_B,Transfer,3,63,2.97,12
Student_1156,Program_C,First_Year,3,58,3.65,15
Student_1157,Program_C,First_Year,3,69,3.03,15
Student_1158,Program_A,First_Year,2,54,3.11,15
Student_1159,Program_D,First_Year,2,41,2.86,15
Student_1160,Program_C,First_Year,1,3,2.13,15
Student_1161,Program_A,First_Year,2,40,2.77,15
Student_1162,Program_B,First_Year,3,66,2.66,12
Student_1163,Program_B,Transfer,2,47,2.11,15
Student_1164,Program_A,First_Year,2,27,3.46,12
Student_1165,Program_A,First_Year,3,57,2.93,15
Student_1166,Program_D,First_Year,4,98,3.25,15
Student_1167,Program_C,First_Year,2,49,2.41,18
Student_1168,Program_A,First_Year,3,57,2.64,18
Student_1169,Program_C,Transfer,1,20,3.37,15
Student_1170,Program_B,First_Year,4,98,2.9,15
Student_1171,Program_C,Transfer,1,1,3.36,18
Student_1172,Program_D,First_Year,2,43,3.06,12
Student_1173,Program_A,Transfer,4,108,3.08,18
Student_1174,Program_B,First_Year,3,74,2.94,15
Student_1175,Program_D,First_Year,4,93,3.89,15
Student_1176,Program_C,First_Year,2,32,3.2,15
Student_1177,Program_D,First_Year,4,93,3.01,18
Student_1178,Program_D,Transfer,2,44,3.05,15
Student_1179,Program_C,Transfer,4,85,2.09,12
Student_1180,Program_A,First_Year,4,94,3.27,15
Student_1181,Program_A,First_Year,2,50,3.48,15
Student_1182,Program_C,First_Year,4,99,2.65,12
Student_1183,Program_C,Transfer,1,8,2.66,15
Student_1184,Program_A,First_Year,3,71,2.56,15
Student_1185,Program_C,First_Year,3,80,3.52,15
Student_1186,Program_A,First_Year,3,63,2.42,18
Student_1187,Program_B,Transfer,3,55,3.47,15
Student_1188,Program_A,First_Year,4,93,1.92,15
Student_1189,Program_D,First_Year,3,78,3.41,15
Student_1190,Program_B,First_Year,3,66,3.0,15
Student_1191,Program_A,First_Year,3,54,2.64,15
Student_1192,Program_B,First_Year,2,31,2.16,18
Student_1193,Program_B,Transfer,2,31,2.17,15
Student_1194,Program_C,First_Year,3,78,2.87,18
Student_1195,Program_C,First_Year,1,14,3.01,15
Student_1196,Program_B,First_Year,3,54,3.72,15
Student_1197,Program_A,First_Year,3,54,2.85,15
Student_1198,Program_A,Transfer,3,62,2.75,15
Student_1199,Program_A,First_Year,2,44,2.57,15
Student_1200,Program_A,First_Year,4,108,3.12,18
Student_1201,Program_C,First_Year,2,29,2.63,18
Student_1202,Program_D,Transfer,3,78,2.39,15
Student_1203,Program_A,Transfer,4,101,3.05,18
Student_1204,Program_B,Transfer,1,11,2.49,15
Student_1205,Program_D,First_Year,3,70,2.65,15
Student_1206,Program_D,Transfer,2,45,2.46,18
Student_1207,Program_A,First_Year,3,70,3.04,15
Student_1208,Program_D,First_Year,2,27,3.09,15
Student_1209,Program_D,First_Year,3,67,3.08,15
Student_1210,Program_D,First_Year,1,6,2.0,12
Student_1211,Program_C,First_Year,3,79,3.34,15
Student_1212,Program_A,First_Year,4,92,2.62,15
Student_1213,Program_D,First_Year,4,99,3.5,18
Student_1214,Program_A,First_Year,1,26,3.15,15
Student_1215,Program_B,First_Year,1,26,2.06,18
Student_1216,Program_B,Transfer,1,22,2.95,12
Student_1217,Program_C,First_Year,3,75,1.8,18
Student_1218,Program_A,Transfer,4,105,2.64,12
Student_1219,Program_D,First_Year,1,0,3.17,15
Student_1220,Program_C,First_Year,3,78,2.25,18
Student_1221,Program_D,First_Year,4,104,2.95,18
Student_1222,Program_C,First_Year,1,13,3.13,18
Student_1223,Program_B,First_Year,1,0,3.57,15
Student_1224,Program_D,Transfer,3,70,2.23,15
Student_1225,Program_A,First_Year,3,59,2.43,18
Student_1226,Program_C,First_Year,4,106,2.73,15
Student_1227,Program_A,First_Year,4,86,3.04,15
Student_1228,Program_D,First_Year,2,47,2.82,12
Student_1229,Program_A,First_Year,3,62,2.74,12
Student_1230,Program_D,First_Year,1,8,2.93,12
Student_1231,Program_D,Transfer,4,92,3.07,18
Student_1232,Program_B,First_Year,4,108,2.57,15
Student_1233,Program_A,Transfer,2,36,2.67,15
Student_1234,Program_C,First_Year,3,65,2.74,18
Student_1235,Program_D,First_Year,4,87,2.19,18
Student_1236,Program_A,Transfer,2,52,2.29,18
Student_1237,Program_B,First_Year,3,72,2.69,18
Student_1238,Program_D,Transfer,2,42,2.75,15
Student_1239,Program_C,Transfer,3,64,3.4,18
Student_1240,Program_D,Transfer,4,90,2.43,18
Student_1241,Program_A,First_Year,1,6,2.93,15
Student_1242,Program_D,Transfer,1,9,2.64,15
Student_1243,Program_A,First_Year,4,98,3.21,18
Student_1244,Program_C,Transfer,1,4,2.85,15
Student_1245,Program_B,First_Year,2,28,2.24,18
Student_1246,Program_D,First_Year,2,27,3.56,15
Student_1247,Program_D,First_Year,3,78,2.64,15
Student_1248,Program_B,First_Year,1,12,2.41,18
Student_1249,Program_A,First_Year,1,10,2.03,15
Student_1250,Program_B,First_Year,4,85,2.52,15
Student_1251,Program_D,Transfer,2,46,3.17,12
Student_1252,Program_B,First_Year,2,42,2.57,15
Student_1253,Program_D,Transfer,2,29,1.94,15
Student_1254,Program_D,Transfer,4,102,3.07,12
Student_1255,Program_D,Transfer,3,81,2.95,15
Student_1256,Program_A,Transfer,3,77,2.27,12
Student_1257,Program_C,Transfer,2,46,2.65,15
Student_1258,Program_A,Transfer,4,99,3.06,18
Student_1259,Program_A,First_Year,1,25,2.81,15
Student_1260,Program_D,First_Year,3,58,2.66,15
Student_1261,Program_B,First_Year,2,51,3.19,15
Student_1262,Program_D,First_Year,4,98,1.94,15
Student_1263,Program_D,First_Year,3,70,3.12,12
Student_1264,Program_B,First_Year,4,87,3.03,15
Student_1265,Program_A,Transfer,1,21,3.06,18
Student_1266,Program_D,First_Year,2,29,2.15,15
Student_1267,Program_B,Transfer,3,58,3.49,15
Student_1268,Program_B,First_Year,1,18,2.58,15
Student_1269,Program_A,First_Year,2,34,2.12,12
Student_1270,Program_B,Transfer,3,58,3.1,15
Student_1271,Program_D,First_Year,2,43,2.13,15
Student_1272,Program_D,First_Year,2,46,2.99,15
Student_1273,Program_D,First_Year,4,102,2.87,15
Student_1274,Program_C,First_Year,1,12,3.11,15
Student_1275,Program_C,First_Year,2,37,3.33,15
Student_1276,Program_D,First_Year,4,81,2.75,18
Student_1277,Program_D,First_Year,4,87,2.4,15
Student_1278,Program_B,First_Year,4,93,2.74,15
Student_1279,Program_A,First_Year,2,40,2.44,18
Student_1280,Program_C,Transfer,4,108,2.56,15
Student_1281,Program_A,First_Year,2,36,4.0,18
Student_1282,Program_C,First_Year,2,28,3.28,15
Student_1283,Program_C,First_Year,3,67,2.07,12
Student_1284,Program_B,Transfer,2,34,2.62,18
Student_1285,Program_B,First_Year,1,7,3.05,15
Student_1286,Program_A,First_Year,1,27,2.8,18
Student_1287,Program_D,First_Year,1,22,2.83,15
Student_1288,Program_C,Transfer,4,96,1.96,15
Student_1289,Program_B,Transfer,1,3,3.47,15
Student_1290,Program_A,First_Year,1,23,2.82,15
Student_1291,Program_C,First_Year,3,74,2.96,15
Student_1292,Program_A,Transfer,4,99,3.3,15
Student_1293,Program_C,First_Year,2,43,3.14,15
Student_1294,Program_C,Transfer,1,3,3.64,15
Student_1295,Program_B,First_Year,1,19,2.83,18
Student_1296,Program_B,First_Year,4,95,2.41,18
Student_1297,Program_C,Transfer,3,71,2.13,15
Student_1298,Program_A,First_Year,3,62,2.51,15
Student_1299,Program_A,First_Year,4,88,2.72,18
Student_1300,Program_B,First_Year,2,48,2.78,18
Student_1301,Program_C,Transfer,1,17,2.64,12
Student_1302,Program_A,First_Year,4,83,3.04,15
Student_1303,Program_B,First_Year,2,39,2.8,15
Student_1304,Program_D,First_Year,2,42,2.41,15
Student_1305,Program_B,Transfer,2,32,2.21,12
Student_1306,Program_D,First_Year,4,102,3.36,15
Student_1307,Program_B,First_Year,3,60,2.8,18
Student_1308,Program_A,First_Year,2,42,2.92,15
Student_1309,Program_A,Transfer,3,58,2.75,12
Student_1310,Program_A,Transfer,2,47,2.61,15
Student_1311,Program_C,First_Year,1,1,3.36,12
Student_1312,Program_C,Transfer,2,35,4.0,15
Student_1313,Program_B,First_Year,1,8,2.29,15
Student_1314,Program_D,First_Year,3,79,2.76,15
Student_1315,Program_A,First_Year,2,37,2.08,18
Student_1316,Program_C,First_Year,2,42,2.81,15
Student_1317,Program_C,First_Year,1,20,2.68,15
Student_1318,Program_D,First_Year,2,53,2.62,15
Student_1319,Program_B,First_Year,2,43,3.08,18
Student_1320,Program_B,First_Year,2,53,3.25,15
Student_1321,Program_C,Transfer,2,37,3.06,18
Student_1322,Program_C,Transfer,2,44,1.92,15
Student_1323,Program_A,Transfer,1,5,1.92,15
Student_1324,Program_A,First_Year,3,68,2.82,15
Student_1325,Program_B,First_Year,3,55,3.5,15
Student_1326,Program_A,First_Year,3,70,3.29,15
Student_1327,Program_C,First_Year,1,7,2.75,15
Student_1328,Program_B,First_Year,2,34,2.58,15
Student_1329,Program_D,First_Year,1,14,4.0,15
Student_1330,Program_B,Transfer,4,103,2.45,12
Student_1331,Program_B,First_Year,2,32,2.89,15
Student_1332,Program_D,First_Year,2,52,2.61,15
Student_1333,Program_A,First_Year,1,19,2.39,15
Student_1334,Program_B,First_Year,2,46,2.75,18
Student_1335,Program_A,Transfer,1,22,2.21,15
Student_1336,Program_A,First_Year,2,29,2.3,15
Student_1337,Program_A,First_Year,2,42,2.74,15
Student_1338,Program_C,Transfer,1,21,2.12,18
Student_1339,Program_B,First_Year,3,62,2.24,18
Student_1340,Program_D,First_Year,4,106,2.53,18
Student_1341,Program_B,Transfer,1,10,2.36,18
Student_1342,Program_C,First_Year,4,99,2.08,12
Student_1343,Program_B,First_Year,3,65,1.83,18
Student_1344,Program_A,First_Year,4,94,2.35,18
Student_1345,Program_C,First_Year,4,96,2.61,18
Student_1346,Program_C,First_Year,4,105,3.15,15
Student_1347,Program_C,Transfer,1,24,2.79,15
Student_1348,Program_D,First_Year,2,33,3.25,15
Student_1349,Program_C,First_Year,1,21,1.99,15
Student_1350,Program_C,First_Year,1,13,3.2,15
Student_1351,Program_B,First_Year,2,29,2.9,15
Student_1352,Program_A,First_Year,3,60,2.19,12
Student_1353,Program_A,First_Year,4,81,2.74,15
Student_1354,Program_D,First_Year,1,27,3.55,15
Student_1355,Program_B,First_Year,4,97,2.9,18
Student_1356,Program_C,Transfer,2,51,2.71,15
Student_1357,Program_B,First_Year,3,78,2.7,15
Student_1358,Program_A,First_Year,1,7,3.34,15
Student_1359,Program_A,First_Year,1,12,2.84,18
Student_1360,Program_B,First_Year,4,86,2.23,15
Student_1361,Program_B,Transfer,3,75,2.22,18
Student_1362,Program_A,First_Year,3,58,3.36,15
Student_1363,Program_C,First_Year,1,25,3.07,15
Student_1364,Program_C,Transfer,1,10,3.05,18
Student_1365,Program_A,Transfer,4,107,2.83,15
Student_1366,Program_D,First_Year,2,46,2.32,15
Student_1367,Program_D,First_Year,2,39,2.62,15
Student_1368,Program_C,Transfer,3,66,2.55,12
Student_1369,Program_A,First_Year,3,68,2.48,15
Student_1370,Program_B,First_Year,3,71,2.47,12
Student_1371,Program_D,Transfer,3,68,2.9,12
Student_1372,Program_B,First_Year,1,18,3.28,12
Student_1373,Program_A,First_Year,2,31,2.91,15
Student_1374,Program_A,Transfer,1,22,2.41,15
Student_1375,Program_D,Transfer,3,74,3.17,18
Student_1376,Program_B,First_Year,2,47,2.6,15
Student_1377,Program_B,Transfer,3,65,1.79,15
Student_1378,Program_D,First_Year,3,67,3.73,12
Student_1379,Program_A,First_Year,2,33,3.26,12
Student_1380,Program_C,Transfer,3,78,2.22,15
Student_1381,Program_A,First_Year,4,108,3.11,18
Student_1382,Program_D,Transfer,1,22,2.19,12
Student_1383,Program_C,First_Year,2,31,2.95,15
Student_1384,Program_B,First_Year,2,54,2.45,12
Student_1385,Program_A,Transfer,2,44,2.36,15
Student_1386,Program_A,Transfer,2,44,2.36,18
Student_1387,Program_B,First_Year,4,92,2.8,12
Student_1388,Program_B,First_Year,1,4,3.08,15
Student_1389,Program_C,First_Year,1,9,2.48,15
Student_1390,Program_C,First_Year,2,32,2.73,12
Student_1391,Program_C,First_Year,4,104,2.59,15
Student_1392,Program_A,First_Year,2,50,2.61,15
Student_1393,Program_A,First_Year,3,63,3.39,15
Student_1394,Program_C,First_Year,1,25,2.44,15
Student_1395,Program_C,First_Year,3,58,2.87,15
Student_1396,Program_A,Transfer,1,15,3.37,12
Student_1397,Program_C,Transfer,3,56,2.48,12
Student_1398,Program_A,Transfer,2,46,2.61,15
Student_1399,Program_C,First_Year,4,95,2.74,15
Student_1400,Program_A,Transfer,1,4,2.86,15
Student_1401,Program_D,First_Year,4,97,2.95,18
Student_1402,Program_A,First_Year,1,12,3.16,15
Student_1403,Program_C,First_Year,1,20,4.0,15
Student_1404,Program_C,Transfer,3,68,2.68,15
Student_1405,Program_C,Transfer,2,33,2.72,15
Student_1406,Program_A,First_Year,3,76,2.94,15
Student_1407,Program_C,First_Year,2,36,2.29,15
Student_1408,Program_B,Transfer,2,47,1.93,15
Student_1409,Program_B,Transfer,3,72,2.71,15
Student_1410,Program_D,First_Year,2,37,2.57,15
Student_1411,Program_C,First_Year,2,39,2.55,12
Student_1412,Program_A,First_Year,4,99,2.59,18
Student_1413,Program_A,First_Year,4,95,3.24,12
Student_1414,Program_A,First_Year,4,88,3.39,18
Student_1415,Program_D,First_Year,4,91,3.27,15
Student_1416,Program_A,Transfer,1,23,3.74,12
Student_1417,Program_A,Transfer,3,54,3.23,15
Student_1418,Program_B,Transfer,4,103,1.78,15
Student_1419,Program_A,Transfer,2,33,2.79,15
Student_1420,Program_A,Transfer,2,50,3.14,18
Student_1421,Program_A,First_Year,1,12,2.56,15
Student_1422,Program_B,First_Year,3,54,2.91,12
Student_1423,Program_B,First_Year,1,12,3.37,15
Student_1424,Program_C,First_Year,3,74,2.1,18
Student_1425,Program_B,Transfer,2,34,3.59,15
Student_1426,Program_C,First_Year,4,90,2.29,15
Student_1427,Program_B,Transfer,1,5,3.01,15
Student_1428,Program_A,First_Year,3,76,2.72,12
Student_1429,Program_C,First_Year,3,80,2.09,15
Student_1430,Program_B,First_Year,3,72,2.95,18
Student_1431,Program_C,First_Year,2,49,1.96,18
Student_1432,Program_D,Transfer,2,28,2.57,15
Student_1433,Program_B,First_Year,3,64,2.99,15
Student_1434,Program_B,Transfer,1,16,2.92,18
Student_1435,Program_B,First_Year,2,37,2.39,18
Student_1436,Program_A,First_Year,4,104,2.79,18
Student_1437,Program_A,First_Year,4,102,2.74,15
Student_1438,Program_D,First_Year,2,36,2.73,15
Student_1439,Program_C,Transfer,2,47,3.27,18
Student_1440,Program_A,First_Year,4,103,2.13,12
Student_1441,Program_D,First_Year,1,19,2.83,18
Student_1442,Program_B,First_Year,2,29,2.6,12
Student_1443,Program_D,First_Year,4,93,3.38,15
Student_1444,Program_B,First_Year,3,55,2.57,15
Student_1445,Program_C,Transfer,3,57,2.37,15
Student_1446,Program_B,Transfer,2,41,3.54,15
Student_1447,Program_B,First_Year,3,64,2.5,15
Student_1448,Program_C,First_Year,2,35,2.8,15
Student_1449,Program_B,First_Year,2,43,3.26,12
Student_1450,Program_A,Transfer,3,67,2.85,15
Student_1451,Program_A,First_Year,2,33,3.27,15
Student_1452,Program_C,First_Year,4,93,2.32,18
Student_1453,Program_C,First_Year,3,62,2.81,15
Student_1454,Program_D,First_Year,2,38,3.03,15
Student_1455,Program_A,First_Year,4,91,2.85,15
Student_1456,Program_D,Transfer,2,27,2.83,15
Student_1457,Program_B,First_Year,2,33,2.26,15
Student_1458,Program_A,First_Year,3,72,1.78,15
Student_1459,Program_D,First_Year,1,5,3.18,15
Student_1460,Program_A,First_Year,1,21,3.04,18
Student_1461,Program_A,First_Year,4,102,3.08,15
Student_1462,Program_C,First_Year,3,63,2.16,18
Student_1463,Program_D,First_Year,4,99,2.67,15
Student_1464,Program_C,First_Year,4,102,2.78,15
Student_1465,Program_A,First_Year,1,21,2.65,15
Student_1466,Program_C,First_Year,2,45,3.49,15
Student_1467,Program_A,First_Year,2,29,2.68,15
Student_1468,Program_B,First_Year,4,94,2.85,12
Student_1469,Program_B,First_Year,2,36,2.23,15
Student_1470,Program_B,First_Year,1,19,2.98,12
Student_1471,Program_C,Transfer,3,70,2.97,15
Student_1472,Program_C,First_Year,3,67,2.95,18
Student_1473,Program_A,First_Year,1,25,3.61,18
Student_1474,Program_C,First_Year,1,11,2.4,15
Student_1475,Program_C,First_Year,4,97,3.1,18
Student_1476,Program_B,Transfer,1,6,2.74,15
Student_1477,Program_D,First_Year,4,90,3.1,15
Student_1478,Program_B,First_Year,4,98,2.39,12
Student_1479,Program_D,First_Year,4,85,2.49,12
Student_1480,Program_B,First_Year,1,25,2.55,18
Student_1481,Program_B,First_Year,2,47,2.89,15
Student_1482,Program_D,First_Year,2,51,2.84,15
Student_1483,Program_A,First_Year,3,78,2.87,18
Student_1484,Program_A,First_Year,2,34,1.93,15
Student_1485,Program_A,Transfer,1,21,3.14,18
Student_1486,Program_A,First_Year,1,12,1.86,15
Student_1487,Program_C,Transfer,2,45,2.57,15
Student_1488,Program_D,First_Year,3,76,2.83,18
Student_1489,Program_C,First_Year,3,55,2.62,18
Student_1490,Program_A,First_Year,2,38,2.75,15
Student_1491,Program_D,First_Year,4,101,2.86,15
Student_1492,Program_B,Transfer,1,6,2.87,15
Student_1493,Program_C,Transfer,2,30,2.92,15
Student_1494,Program_A,First_Year,3,75,3.57,18
Student_1495,Program_C,First_Year,4,95,3.13,15
Student_1496,Program_C,Transfer,3,73,3.15,15
Student_1497,Program_C,First_Year,2,43,3.71,15
Student_1498,Program_D,Transfer,4,85,3.35,15
Student_1499,Program_D,First_Year,2,46,2.99,12
Student_1500,Program_A,First_Year,3,81,2.97,15
Student_1501,Program_B,Transfer,3,65,2.39,12
Student_1502,Program_B,First_Year,2,29,3.3,18
Student_1503,Program_C,First_Year,1,26,3.11,12
Student_1504,Program_A,First_Year,2,39,2.54,15
Student_1505,Program_B,First_Year,1,23,3.02,15
Student_1506,Program_A,First_Year,2,47,2.34,15
Student_1507,Program_C,First_Year,4,100,2.75,15
Student_1508,Program_B,First_Year,3,61,2.13,12
Student_1509,Program_C,First_Year,3,70,2.79,18
Student_1510,Program_D,First_Year,2,32,2.74,18
Student_1511,Program_A,Transfer,3,57,2.63,18
Student_1512,Program_A,First_Year,3,80,2.63,18
Student_1513,Program_D,Transfer,1,18,3.29,15
Student_1514,Program_A,Transfer,4,94,3.39,15
Student_1515,Program_B,Transfer,4,107,2.3,15
Student_1516,Program_B,First_Year,4,106,2.59,15
Student_1517,Program_A,First_Year,4,83,3.2,15
Student_1518,Program_C,First_Year,1,2,2.4,15
Student_1519,Program_B,Transfer,3,61,2.38,15
Student_1520,Program_D,Transfer,3,70,2.95,15
Student_1521,Program_A,First_Year,3,65,1.87,15
Student_1522,Program_B,First_Year,4,88,2.88,15
Student_1523,Program_C,First_Year,4,84,3.01,15
Student_1524,Program_A,Transfer,4,83,2.45,15
Student_1525,Program_D,First_Year,2,36,2.25,15
Student_1526,Program_B,First_Year,4,99,3.05,15
Student_1527,Program_B,First_Year,1,16,3.9,15
Student_1528,Program_D,Transfer,4,106,3.44,15
Student_1529,Program_D,First_Year,3,75,2.91,18
Student_1530,Program_A,Transfer,1,13,2.54,18
Student_1531,Program_A,Transfer,1,24,3.26,18
Student_1532,Program_D,First_Year,2,48,3.42,18
Student_1533,Program_B,First_Year,4,95,2.77,18
Student_1534,Program_D,First_Year,4,90,3.13,15
Student_1535,Program_C,First_Year,4,107,3.35,15
Student_1536,Program_C,First_Year,1,22,2.71,18
Student_1537,Program_B,First_Year,4,104,2.9,15
Student_1538,Program_A,Transfer,3,57,2.85,12
Student_1539,Program_C,First_Year,2,44,2.53,15
Student_1540,Program_C,First_Year,4,82,3.01,15
Student_1541,Program_D,Transfer,4,85,2.47,15
Student_1542,Program_B,First_Year,1,23,2.01,15
Student_1543,Program_B,Transfer,2,51,2.29,15
Student_1544,Program_B,Transfer,2,31,2.24,18
Student_1545,Program_A,Transfer,2,32,3.2,12
Student_1546,Program_C,First_Year,2,38,2.23,18
Student_1547,Program_A,First_Year,4,84,2.94,18
Student_1548,Program_C,First_Year,1,1,3.16,15
Student_1549,Program_C,Transfer,3,59,3.13,15
Student_1550,Program_D,First_Year,1,7,3.46,18
Student_1551,Program_A,First_Year,1,22,2.59,12
Student_1552,Program_C,First_Year,2,52,3.32,15
Student_1553,Program_B,First_Year,3,75,3.0,15
Student_1554,Program_D,First_Year,3,62,2.68,15
Student_1555,Program_A,First_Year,2,40,3.37,15
Student_1556,Program_B,First_Year,4,83,2.14,15
Student_1557,Program_B,First_Year,1,11,2.51,18
Student_1558,Program_D,First_Year,2,53,2.38,12
Student_1559,Program_B,Transfer,4,86,2.79,18
Student_1560,Program_C,First_Year,4,90,2.86,15
Student_1561,Program_B,First_Year,4,103,2.68,15
Student_1562,Program_B,First_Year,3,56,2.84,15
Student_1563,Program_D,Transfer,4,83,2.95,12
Student_1564,Program_D,First_Year,4,82,2.51,18
Student_1565,Program_B,First_Year,1,9,2.7,15
Student_1566,Program_A,First_Year,3,54,2.4,18
Student_1567,Program_B,First_Year,1,15,3.17,15
Student_1568,Program_A,Transfer,3,66,2.54,18
Student_1569,Program_B,First_Year,1,16,3.65,15
Student_1570,Program_A,First_Year,4,99,2.95,18
Student_1571,Program_A,First_Year,4,90,3.26,15
Student_1572,Program_A,First_Year,4,81,2.72,15
Student_1573,Program_D,First_Year,1,11,2.37,15
Student_1574,Program_C,First_Year,2,50,2.53,18
Student_1575,Program_D,First_Year,1,0,3.3,15
Student_1576,Program_B,First_Year,1,12,2.35,15
Student_1577,Program_C,Transfer,4,100,2.69,18
Student_1578,Program_A,Transfer,4,90,2.6,18
Student_1579,Program_B,Transfer,3,65,2.6,15
Student_1580,Program_A,Transfer,2,45,2.8,15
Student_1581,Program_B,First_Year,4,85,2.2,12
Student_1582,Program_D,First_Year,2,53,2.66,12
Student_1583,Program_B,Transfer,1,20,2.45,15
Student_1584,Program_B,First_Year,2,42,2.2,15
Student_1585,Program_A,First_Year,4,105,3.03,15
Student_1586,Program_B,Transfer,2,32,3.1,18
Student_1587,Program_A,First_Year,3,55,2.07,18
Student_1588,Program_D,Transfer,1,11,2.62,15
Student_1589,Program_D,Transfer,2,45,2.18,18
Student_1590,Program_B,Transfer,3,64,3.03,18
Student_1591,Program_A,Transfer,2,36,2.85,15
Student_1592,Program_B,First_Year,3,66,2.8,18
Student_1593,Program_B,First_Year,2,46,1.8,15
Student_1594,Program_C,First_Year,3,66,3.66,15
Student_1595,Program_C,First_Year,1,18,2.76,15
Student_1596,Program_D,First_Year,3,71,2.5,15
Student_1597,Program_A,First_Year,1,27,2.34,12
Student_1598,Program_C,First_Year,3,54,1.67,12
Student_1599,Program_D,First_Year,2,50,2.62,15
Student_1600,Program_C,Transfer,4,103,3.44,15
Student_1601,Program_B,Transfer,2,34,2.35,15
Student_1602,Program_A,First_Year,3,54,3.3,15
Student_1603,Program_B,Transfer,2,49,2.95,15
Student_1604,Program_A,First_Year,3,73,2.58,12
Student_1605,Program_D,First_Year,4,106,2.27,15
Student_1606,Program_D,Transfer,3,73,2.58,12
