Student_ID,Observation_Term,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Prior_Term_GPA,GPA_Change,Course_Pass_Rate_Last_2_Terms,Failed_Courses_Last_2_Terms,Withdrawals_Last_2_Terms,Current_Course_Load_Credits,LMS_Login_Days_4wk,Assignment_Submission_Rate_4wk,Late_Assignment_Rate_4wk,Average_Assignment_Score_4wk,Days_Since_Last_LMS_Activity
Student_1092,T5_Fall,Program_D,First_Year,3,74,1.92,-0.3,0.725,1,0,18,2.12,0.738,0.183,61.0,3
Student_1093,T5_Fall,Program_C,First_Year,1,24,2.18,-0.26,0.828,0,0,12,1.79,0.615,0.241,59.1,5
Student_1094,T5_Fall,Program_B,Transfer,2,46,2.92,0.03,0.908,0,0,15,2.9,0.769,0.314,58.4,1
Student_1095,T5_Fall,Program_A,Transfer,2,47,2.58,1.0,0.767,1,0,9,5.39,1.0,0.0,79.4,2
Student_1096,T5_Fall,Program_A,Transfer,4,107,2.48,-0.27,0.752,0,0,15,4.82,0.808,0.377,73.7,3
Student_1097,T5_Fall,Program_B,First_Year,1,6,1.77,-0.45,0.826,0,0,9,2.93,0.697,0.29,84.4,2
Student_1098,T5_Fall,Program_C,First_Year,3,74,3.6,-0.17,0.971,0,0,9,3.11,0.812,0.246,86.9,0
Student_1099,T5_Fall,Program_C,First_Year,2,40,2.17,-0.71,0.747,1,0,15,2.38,0.755,0.254,75.4,0
Student_1100,T5_Fall,Program_A,Transfer,4,104,3.01,0.13,0.824,1,0,18,4.78,0.911,0.125,74.4,1
Student_1101,T5_Fall,Program_B,Transfer,4,102,2.77,0.65,0.949,0,0,9,3.86,1.0,0.162,84.2,3
Student_1102,T5_Fall,Program_C,Transfer,2,52,2.94,-0.24,0.862,0,1,15,3.77,0.937,0.28,97.4,1
Student_1103,T5_Fall,Program_D,Transfer,4,100,2.76,-0.54,0.662,1,1,18,4.45,0.798,0.054,73.0,2
Student_1104,T5_Fall,Program_A,Transfer,1,2,2.48,0.31,0.71,1,2,15,4.41,1.0,0.155,64.7,1
Student_1105,T5_Fall,Program_C,Transfer,2,38,3.05,-0.21,0.831,1,1,9,3.36,0.88,0.219,90.3,4
Student_1106,T5_Fall,Program_B,First_Year,3,72,2.14,-0.17,0.947,0,0,12,4.53,0.998,0.206,79.3,0
Student_1107,T5_Fall,Program_B,First_Year,1,7,3.34,0.15,0.882,0,0,15,4.32,0.782,0.208,88.2,3
Student_1108,T5_Fall,Program_B,First_Year,2,48,2.49,-0.13,0.695,1,0,18,3.11,0.702,0.417,74.5,5
Student_1109,T5_Fall,Program_C,Transfer,4,90,2.78,0.04,0.934,0,0,12,4.68,0.914,0.228,86.3,0
Student_1110,T5_Fall,Program_D,Transfer,2,46,3.14,0.05,0.637,1,0,12,3.32,0.753,0.297,94.3,6
Student_1111,T5_Fall,Program_A,Transfer,2,37,3.28,-0.15,0.876,0,0,18,3.22,0.772,0.281,87.9,6
Student_1112,T5_Fall,Program_D,Transfer,1,11,2.56,-0.09,0.845,2,0,15,4.76,1.0,0.0,79.7,1
Student_1113,T5_Fall,Program_A,First_Year,1,24,2.88,0.37,0.722,1,2,15,5.5,1.0,0.206,84.3,0
Student_1114,T5_Fall,Program_D,First_Year,3,60,3.59,-0.04,0.961,0,0,15,3.01,0.901,0.28,92.5,0
Student_1115,T5_Fall,Program_A,First_Year,4,99,3.27,0.5,0.695,2,0,15,5.7,1.0,0.0,87.2,2
Student_1116,T5_Fall,Program_A,Transfer,1,11,3.09,0.51,0.928,0,0,12,5.58,0.907,0.155,86.9,4
Student_1117,T5_Fall,Program_B,First_Year,2,37,1.55,0.06,0.626,1,1,9,4.97,0.987,0.014,67.7,0
Student_1118,T5_Fall,Program_A,First_Year,1,13,2.43,0.16,0.497,3,0,18,4.86,0.925,0.122,82.9,0
Student_1119,T5_Fall,Program_D,First_Year,3,65,2.64,0.47,0.864,0,0,15,4.91,0.991,0.038,89.5,1
Student_1120,T5_Fall,Program_B,First_Year,3,64,3.53,0.2,0.844,0,1,15,3.6,0.802,0.216,88.3,1
Student_1121,T5_Fall,Program_C,Transfer,4,89,3.06,-0.31,0.961,0,2,15,3.62,0.969,0.088,82.6,7
Student_1122,T5_Fall,Program_B,First_Year,2,39,2.44,-0.07,0.902,0,1,15,3.43,0.865,0.126,78.6,7
Student_1123,T5_Fall,Program_C,First_Year,2,50,2.07,-0.3,0.776,1,0,12,3.87,0.887,0.153,89.9,3
Student_1124,T5_Fall,Program_B,First_Year,1,8,2.4,0.23,0.687,1,1,18,3.32,0.969,0.282,77.5,4
Student_1125,T5_Fall,Program_A,Transfer,3,77,3.16,0.47,1.0,0,0,12,2.74,0.845,0.139,91.2,3
Student_1126,T5_Fall,Program_B,First_Year,2,43,3.97,0.08,1.0,0,0,12,5.87,1.0,0.04,88.2,2
Student_1127,T5_Fall,Program_C,First_Year,2,49,2.12,0.65,0.695,1,0,18,3.41,1.0,0.22,61.9,3
Student_1128,T5_Fall,Program_A,First_Year,4,96,1.92,0.36,0.871,0,1,12,5.76,1.0,0.061,69.9,0
Student_1129,T5_Fall,Program_D,First_Year,1,22,3.03,-0.31,0.826,0,0,12,3.92,0.921,0.06,84.4,4
Student_1130,T5_Fall,Program_B,First_Year,1,22,2.69,0.0,0.788,0,1,12,2.88,0.791,0.159,83.6,3
Student_1131,T5_Fall,Program_C,First_Year,3,56,2.19,-0.08,0.669,1,1,15,4.21,0.742,0.227,69.6,5
Student_1132,T5_Fall,Program_D,First_Year,2,34,2.75,0.32,0.733,1,0,9,5.19,0.794,0.133,86.2,0
Student_1133,T5_Fall,Program_B,First_Year,2,32,2.46,-0.47,0.924,0,0,12,3.39,0.785,0.239,75.8,5
Student_1134,T5_Fall,Program_B,First_Year,1,11,3.26,0.06,0.853,0,1,12,4.88,1.0,0.03,84.2,0
Student_1135,T5_Fall,Program_A,First_Year,3,81,2.64,-0.12,0.901,0,2,12,3.6,0.915,0.059,86.9,7
Student_1136,T5_Fall,Program_D,First_Year,4,108,2.24,0.53,0.636,2,0,12,5.24,1.0,0.102,75.0,3
Student_1137,T5_Fall,Program_C,Transfer,4,105,3.2,0.38,0.883,0,0,12,5.09,0.978,0.108,77.5,0
Student_1138,T5_Fall,Program_B,First_Year,3,57,3.23,0.2,0.782,1,1,15,3.15,1.0,0.285,75.9,4
Student_1139,T5_Fall,Program_C,First_Year,4,105,2.99,-0.22,0.853,1,0,15,3.42,0.805,0.234,81.2,1
Student_1140,T5_Fall,Program_A,Transfer,2,30,2.92,0.31,0.713,1,1,12,5.19,0.925,0.129,96.2,1
Student_1141,T5_Fall,Program_C,First_Year,3,64,2.39,0.12,0.743,0,0,18,2.37,0.861,0.261,64.4,11
Student_1142,T5_Fall,Program_D,Transfer,1,26,3.14,-0.7,0.757,1,0,12,3.56,0.708,0.358,70.0,5
Student_1143,T5_Fall,Program_D,Transfer,3,80,3.59,0.05,1.0,0,1,12,4.54,1.0,0.0,97.0,0
Student_1144,T5_Fall,Program_D,Transfer,1,14,1.76,0.96,0.822,1,0,18,5.97,0.993,0.017,89.3,3
Student_1145,T5_Fall,Program_A,First_Year,2,46,2.24,0.17,0.846,1,0,15,4.06,0.806,0.136,89.4,6
Student_1146,T5_Fall,Program_D,Transfer,1,26,2.63,0.24,0.902,0,1,18,2.23,0.867,0.184,83.9,1
Student_1147,T5_Fall,Program_B,First_Year,1,16,2.71,0.35,0.928,0,0,12,3.81,0.959,0.261,86.0,0
Student_1148,T5_Fall,Program_D,First_Year,4,103,3.83,-0.24,0.804,2,0,15,3.75,0.648,0.237,100.0,0
Student_1149,T5_Fall,Program_C,First_Year,2,35,2.93,0.09,0.916,0,1,15,4.68,0.753,0.23,84.5,0
Student_1150,T5_Fall,Program_B,First_Year,2,54,3.22,-0.47,0.941,0,1,15,3.73,0.738,0.268,70.1,3
Student_1151,T5_Fall,Program_C,First_Year,3,73,2.83,0.04,0.851,0,1,9,3.4,0.766,0.385,81.6,6
Student_1152,T5_Fall,Program_A,First_Year,1,10,2.6,-0.14,0.771,0,0,12,1.8,0.744,0.384,89.7,6
Student_1153,T5_Fall,Program_C,First_Year,1,3,2.93,-0.54,0.895,0,1,15,2.44,0.878,0.224,70.0,0
Student_1154,T5_Fall,Program_D,Transfer,2,48,3.87,0.08,1.0,0,0,18,5.27,0.993,0.1,100.0,2
Student_1155,T5_Fall,Program_B,Transfer,3,63,3.15,0.24,0.884,0,0,18,4.13,1.0,0.07,84.7,3
Student_1156,T5_Fall,Program_C,First_Year,3,58,3.58,0.15,0.998,0,0,12,3.53,0.849,0.123,88.7,2
Student_1157,T5_Fall,Program_C,First_Year,3,69,3.24,-0.06,0.909,0,0,15,4.84,0.962,0.136,65.3,4
Student_1158,T5_Fall,Program_A,First_Year,2,54,3.0,0.07,0.861,0,0,18,4.85,0.959,0.179,86.9,0
Student_1159,T5_Fall,Program_D,First_Year,2,41,2.88,0.44,0.475,3,0,15,3.24,0.792,0.236,68.0,4
Student_1160,T5_Fall,Program_C,First_Year,1,3,2.04,-0.15,0.777,0,0,12,3.71,0.735,0.175,64.0,1
Student_1161,T5_Fall,Program_A,First_Year,2,40,2.6,0.43,0.77,1,0,15,5.28,0.928,0.045,80.1,1
Student_1162,T5_Fall,Program_B,First_Year,3,66,2.78,-0.08,0.913,1,0,15,3.86,0.922,0.079,81.9,3
Student_1163,T5_Fall,Program_B,Transfer,2,47,2.35,-0.09,0.628,1,1,15,1.77,0.876,0.196,60.4,8
Student_1164,T5_Fall,Program_A,First_Year,2,27,3.74,-0.07,0.937,0,0,18,4.03,0.793,0.183,87.8,1
Student_1165,T5_Fall,Program_A,First_Year,3,57,2.98,0.51,0.912,0,0,12,5.46,0.88,0.212,69.3,0
Student_1166,T5_Fall,Program_D,First_Year,4,98,3.41,0.35,0.948,0,0,18,2.56,0.951,0.159,85.2,6
Student_1167,T5_Fall,Program_C,First_Year,2,49,2.52,0.1,0.734,1,1,15,3.39,0.799,0.295,81.9,3
Student_1168,T5_Fall,Program_A,First_Year,3,57,2.65,-0.04,0.84,0,1,15,3.53,0.98,0.235,63.9,4
Student_1169,T5_Fall,Program_C,Transfer,1,20,3.32,-0.56,1.0,0,0,18,3.48,0.879,0.25,92.6,1
Student_1170,T5_Fall,Program_B,First_Year,4,98,3.01,0.05,0.884,1,1,15,5.63,1.0,0.066,88.4,3
Student_1171,T5_Fall,Program_C,Transfer,1,1,3.31,-0.36,0.912,1,0,12,4.32,0.795,0.311,87.0,0
Student_1172,T5_Fall,Program_D,First_Year,2,43,2.99,-0.49,0.805,1,1,9,3.29,0.854,0.376,87.7,4
Student_1173,T5_Fall,Program_A,Transfer,4,108,3.27,-0.12,0.853,0,0,9,4.28,0.802,0.275,95.5,2
Student_1174,T5_Fall,Program_B,First_Year,3,74,2.88,-0.68,0.509,3,1,18,3.24,0.849,0.247,74.4,2
Student_1175,T5_Fall,Program_D,First_Year,4,93,3.77,0.01,1.0,0,1,15,6.52,0.949,0.0,100.0,0
Student_1176,T5_Fall,Program_C,First_Year,2,32,3.39,-0.24,0.812,0,0,15,2.94,0.765,0.159,79.4,2
Student_1177,T5_Fall,Program_D,First_Year,4,93,2.98,0.13,0.846,0,0,18,4.37,0.868,0.135,82.3,1
Student_1178,T5_Fall,Program_D,Transfer,2,44,3.12,0.22,0.869,0,0,15,4.19,0.975,0.221,91.6,3
Student_1179,T5_Fall,Program_C,Transfer,4,85,1.95,-0.03,0.821,0,0,15,3.87,0.723,0.233,57.4,3
Student_1180,T5_Fall,Program_A,First_Year,4,94,3.46,-0.27,0.832,0,1,12,3.23,0.77,0.199,88.1,1
Student_1181,T5_Fall,Program_A,First_Year,2,50,3.57,-0.16,0.93,0,1,12,4.27,0.862,0.122,95.1,3
Student_1182,T5_Fall,Program_C,First_Year,4,99,2.59,-0.54,0.811,0,0,12,3.7,0.632,0.4,84.5,7
Student_1183,T5_Fall,Program_C,Transfer,1,8,2.55,-0.92,0.691,0,0,18,2.81,0.795,0.3,85.1,4
Student_1184,T5_Fall,Program_A,First_Year,3,71,2.54,-0.05,0.88,0,0,18,2.9,0.86,0.24,65.6,2
Student_1185,T5_Fall,Program_C,First_Year,3,80,3.36,0.0,0.979,0,1,15,3.42,0.799,0.163,82.7,5
Student_1186,T5_Fall,Program_A,First_Year,3,63,2.69,-0.2,0.8,0,1,12,2.2,0.61,0.268,73.5,3
Student_1187,T5_Fall,Program_B,Transfer,3,55,3.27,-0.19,0.999,0,0,12,3.91,0.973,0.0,78.1,2
Student_1188,T5_Fall,Program_A,First_Year,4,93,1.89,0.36,0.812,0,0,12,4.07,0.914,0.263,81.5,2
Student_1189,T5_Fall,Program_D,First_Year,3,78,3.16,0.19,0.919,0,1,15,5.04,0.835,0.172,56.7,5
Student_1190,T5_Fall,Program_B,First_Year,3,66,3.32,-0.25,0.856,0,0,18,3.46,0.721,0.295,86.0,1
Student_1191,T5_Fall,Program_A,First_Year,3,54,2.23,0.4,0.702,1,0,12,3.41,0.783,0.159,85.1,2
Student_1192,T5_Fall,Program_B,First_Year,2,31,2.14,0.22,0.885,0,0,12,5.2,0.824,0.038,74.9,1
Student_1193,T5_Fall,Program_B,Transfer,2,31,2.13,0.02,0.78,1,0,15,2.94,0.917,0.223,63.5,2
Student_1194,T5_Fall,Program_C,First_Year,3,78,2.96,-0.04,0.885,0,1,18,3.48,0.843,0.235,84.7,5
Student_1195,T5_Fall,Program_C,First_Year,1,14,2.89,-0.01,0.913,0,0,18,4.48,0.986,0.156,79.0,0
Student_1196,T5_Fall,Program_B,First_Year,3,54,3.9,0.05,1.0,0,1,18,4.15,0.791,0.137,72.6,2
Student_1197,T5_Fall,Program_A,First_Year,3,54,2.88,-0.16,0.831,1,0,15,3.9,0.744,0.087,72.6,4
Student_1198,T5_Fall,Program_A,Transfer,3,62,3.02,0.19,0.944,0,0,12,3.34,0.855,0.157,71.9,0
Student_1199,T5_Fall,Program_A,First_Year,2,44,2.57,-0.66,0.846,0,0,15,2.85,0.845,0.239,85.5,7
Student_1200,T5_Fall,Program_A,First_Year,4,108,3.14,0.64,0.929,0,0,15,5.78,1.0,0.049,88.2,0
Student_1201,T5_Fall,Program_C,First_Year,2,29,2.64,0.42,0.737,1,0,15,4.05,0.789,0.03,71.8,7
Student_1202,T5_Fall,Program_D,Transfer,3,78,2.2,-0.0,0.807,1,0,12,5.01,0.847,0.18,72.5,6
Student_1203,T5_Fall,Program_A,Transfer,4,101,2.72,0.22,0.82,1,0,15,4.89,0.935,0.038,93.0,2
Student_1204,T5_Fall,Program_B,Transfer,1,11,2.51,-0.48,0.816,0,0,12,5.23,0.904,0.093,62.3,0
Student_1205,T5_Fall,Program_D,First_Year,3,70,2.8,-0.15,0.88,0,0,15,3.27,0.931,0.27,88.8,2
Student_1206,T5_Fall,Program_D,Transfer,2,45,2.39,0.9,0.788,0,0,18,4.31,0.854,0.332,64.8,1
Student_1207,T5_Fall,Program_A,First_Year,3,70,2.81,-0.03,0.701,1,0,12,4.78,0.938,0.193,74.2,0
Student_1208,T5_Fall,Program_D,First_Year,2,27,2.74,0.63,0.87,0,0,15,5.32,1.0,0.141,91.2,0
Student_1209,T5_Fall,Program_D,First_Year,3,67,2.88,-1.08,0.963,0,0,18,4.56,1.0,0.042,71.5,1
Student_1210,T5_Fall,Program_D,First_Year,1,6,1.81,0.06,0.87,0,0,15,5.15,0.803,0.117,91.3,1
Student_1211,T5_Fall,Program_C,First_Year,3,79,3.31,0.14,0.925,0,0,15,3.81,0.811,0.285,86.5,1
Student_1212,T5_Fall,Program_A,First_Year,4,92,2.39,0.02,0.576,2,0,12,3.71,0.912,0.151,73.5,4
Student_1213,T5_Fall,Program_D,First_Year,4,99,3.57,0.19,0.916,0,0,15,3.76,0.812,0.204,83.8,0
Student_1214,T5_Fall,Program_A,First_Year,1,26,3.01,-0.44,0.729,2,0,15,3.98,0.964,0.03,78.9,5
Student_1215,T5_Fall,Program_B,First_Year,1,26,2.19,-0.45,0.785,0,0,12,5.7,1.0,0.201,58.0,0
Student_1216,T5_Fall,Program_B,Transfer,1,22,3.08,0.05,0.911,0,0,15,4.32,0.975,0.152,95.0,4
Student_1217,T5_Fall,Program_C,First_Year,3,75,1.71,0.2,0.776,0,0,15,4.28,0.893,0.152,85.0,3
Student_1218,T5_Fall,Program_A,Transfer,4,105,2.47,-0.2,0.929,0,0,12,4.87,0.805,0.174,61.3,3
Student_1219,T5_Fall,Program_D,First_Year,1,0,3.17,-0.54,0.927,0,0,15,4.15,0.716,0.254,69.6,3
Student_1220,T5_Fall,Program_C,First_Year,3,78,2.09,0.29,0.85,0,1,12,3.88,0.863,0.27,72.8,0
Student_1221,T5_Fall,Program_D,First_Year,4,104,2.91,0.24,0.984,0,0,15,4.53,0.991,0.0,96.0,3
Student_1222,T5_Fall,Program_C,First_Year,1,13,3.01,0.14,0.889,0,0,15,3.14,0.756,0.287,87.3,0
Student_1223,T5_Fall,Program_B,First_Year,1,0,3.47,0.05,0.994,0,0,15,3.92,0.852,0.073,90.9,2
Student_1224,T5_Fall,Program_D,Transfer,3,70,2.35,0.03,0.818,0,0,15,6.33,0.994,0.127,86.1,0
Student_1225,T5_Fall,Program_A,First_Year,3,59,2.68,-0.12,0.859,0,0,15,2.71,1.0,0.176,67.1,3
Student_1226,T5_Fall,Program_C,First_Year,4,106,3.04,0.3,0.753,1,0,18,5.79,1.0,0.113,80.7,2
Student_1227,T5_Fall,Program_A,First_Year,4,86,2.98,0.33,0.943,0,0,15,3.01,0.841,0.177,83.0,5
Student_1228,T5_Fall,Program_D,First_Year,2,47,2.62,0.01,0.912,0,0,15,4.59,0.847,0.172,91.9,2
Student_1229,T5_Fall,Program_A,First_Year,3,62,2.6,0.0,0.884,0,0,12,2.05,0.77,0.282,65.7,1
Student_1230,T5_Fall,Program_D,First_Year,1,8,2.8,0.25,0.709,1,0,18,4.35,0.755,0.214,95.1,0
Student_1231,T5_Fall,Program_D,Transfer,4,92,3.1,0.41,0.72,2,0,15,4.63,1.0,0.005,82.6,0
Student_1232,T5_Fall,Program_B,First_Year,4,108,2.29,0.37,0.821,0,1,12,3.94,1.0,0.056,82.4,1
Student_1233,T5_Fall,Program_A,Transfer,2,36,2.42,-0.02,0.824,0,0,12,4.63,0.869,0.121,82.3,3
Student_1234,T5_Fall,Program_C,First_Year,3,65,2.68,0.09,0.78,0,0,9,3.87,0.885,0.191,71.7,1
Student_1235,T5_Fall,Program_D,First_Year,4,87,2.06,0.66,0.841,0,0,15,4.81,0.894,0.091,81.7,0
Student_1236,T5_Fall,Program_A,Transfer,2,52,1.97,0.1,0.88,0,0,15,3.85,0.789,0.201,75.6,7
Student_1237,T5_Fall,Program_B,First_Year,3,72,2.68,0.28,0.856,0,0,15,2.64,0.944,0.173,79.9,0
Student_1238,T5_Fall,Program_D,Transfer,2,42,2.71,0.35,0.992,0,0,18,4.45,1.0,0.129,89.2,1
Student_1239,T5_Fall,Program_C,Transfer,3,64,3.48,0.42,0.965,0,0,9,4.31,0.981,0.172,87.7,5
Student_1240,T5_Fall,Program_D,Transfer,4,90,2.28,-0.17,0.884,0,2,12,2.85,0.752,0.373,56.4,3
Student_1241,T5_Fall,Program_A,First_Year,1,6,2.83,0.85,0.906,0,0,9,7.0,1.0,0.0,89.0,3
Student_1242,T5_Fall,Program_D,Transfer,1,9,2.52,-0.25,0.785,0,0,9,2.79,0.672,0.392,73.2,2
Student_1243,T5_Fall,Program_A,First_Year,4,98,3.03,-0.06,0.81,1,0,15,3.49,0.711,0.259,74.0,4
Student_1244,T5_Fall,Program_C,Transfer,1,4,3.16,-0.07,0.98,0,1,18,2.69,1.0,0.179,66.0,2
Student_1245,T5_Fall,Program_B,First_Year,2,28,2.11,0.17,0.864,0,0,18,3.65,0.995,0.295,75.1,6
Student_1246,T5_Fall,Program_D,First_Year,2,27,3.36,-0.02,0.924,0,0,12,4.67,0.978,0.175,89.5,4
Student_1247,T5_Fall,Program_D,First_Year,3,78,2.52,0.15,0.77,1,0,15,4.49,1.0,0.086,88.7,0
Student_1248,T5_Fall,Program_B,First_Year,1,12,2.38,-0.4,0.674,1,0,12,3.18,0.68,0.256,71.9,7
Student_1249,T5_Fall,Program_A,First_Year,1,10,2.26,0.36,0.733,1,0,9,3.81,0.787,0.279,75.4,0
Student_1250,T5_Fall,Program_B,First_Year,4,85,2.53,0.12,0.77,0,0,15,3.91,0.909,0.288,82.5,0
Student_1251,T5_Fall,Program_D,Transfer,2,46,3.42,-0.33,0.915,0,1,9,2.41,0.661,0.429,78.5,2
Student_1252,T5_Fall,Program_B,First_Year,2,42,2.77,-1.03,0.855,0,0,12,2.96,0.752,0.199,73.5,5
Student_1253,T5_Fall,Program_D,Transfer,2,29,2.19,-0.09,0.729,0,0,12,4.55,0.807,0.132,78.8,4
Student_1254,T5_Fall,Program_D,Transfer,4,102,2.81,-0.43,0.863,0,0,18,4.08,0.865,0.245,94.6,2
Student_1255,T5_Fall,Program_D,Transfer,3,81,2.99,0.05,0.814,0,0,15,5.22,0.948,0.139,98.6,2
Student_1256,T5_Fall,Program_A,Transfer,3,77,2.13,0.36,0.897,0,0,12,5.49,0.885,0.076,64.8,0
Student_1257,T5_Fall,Program_C,Transfer,2,46,2.47,-0.22,0.831,1,2,15,6.29,0.911,0.156,81.4,1
Student_1258,T5_Fall,Program_A,Transfer,4,99,2.76,-0.4,0.892,0,0,15,1.01,0.823,0.188,50.8,3
Student_1259,T5_Fall,Program_A,First_Year,1,25,2.88,0.18,0.859,1,0,15,4.96,1.0,0.111,79.0,0
Student_1260,T5_Fall,Program_D,First_Year,3,58,2.67,-0.2,0.971,0,0,18,6.0,0.857,0.128,63.8,2
Student_1261,T5_Fall,Program_B,First_Year,2,51,3.44,0.52,0.971,0,0,15,4.42,0.931,0.132,89.7,4
Student_1262,T5_Fall,Program_D,First_Year,4,98,2.16,-0.06,0.682,1,0,15,4.46,0.984,0.037,73.6,2
Student_1263,T5_Fall,Program_D,First_Year,3,70,2.95,-0.17,0.917,0,0,15,3.41,0.817,0.362,80.7,4
Student_1264,T5_Fall,Program_B,First_Year,4,87,2.86,0.21,1.0,0,1,15,6.69,1.0,0.0,85.1,0
Student_1265,T5_Fall,Program_A,Transfer,1,21,2.88,0.24,0.737,1,0,9,2.75,0.717,0.264,87.3,4
Student_1266,T5_Fall,Program_D,First_Year,2,29,2.05,0.3,0.527,3,0,18,5.6,0.987,0.152,84.2,0
Student_1267,T5_Fall,Program_B,Transfer,3,58,3.7,-0.3,0.908,0,0,18,3.72,1.0,0.084,77.7,0
Student_1268,T5_Fall,Program_B,First_Year,1,18,2.69,0.3,0.795,0,0,18,5.29,0.938,0.044,68.5,2
Student_1269,T5_Fall,Program_A,First_Year,2,34,2.17,-0.29,0.738,0,1,15,3.92,0.797,0.313,64.1,2
Student_1270,T5_Fall,Program_B,Transfer,3,58,3.1,0.18,0.797,1,1,12,3.85,1.0,0.114,90.6,4
Student_1271,T5_Fall,Program_D,First_Year,2,43,2.5,0.31,0.706,1,0,12,3.68,0.917,0.146,55.6,1
Student_1272,T5_Fall,Program_D,First_Year,2,46,2.97,-0.29,0.844,0,0,9,3.83,0.867,0.262,92.5,1
Student_1273,T5_Fall,Program_D,First_Year,4,102,3.07,-0.07,0.795,1,0,15,4.35,0.936,0.184,73.6,3
Student_1274,T5_Fall,Program_C,First_Year,1,12,2.97,-0.08,0.876,0,1,18,4.02,0.958,0.308,77.6,1
Student_1275,T5_Fall,Program_C,First_Year,2,37,3.2,0.65,0.926,0,0,12,3.74,1.0,0.15,90.6,6
Student_1276,T5_Fall,Program_D,First_Year,4,81,2.74,0.07,0.802,1,1,12,3.34,0.853,0.243,86.8,2
Student_1277,T5_Fall,Program_D,First_Year,4,87,2.48,-0.09,0.684,1,0,15,3.48,0.836,0.214,65.8,4
Student_1278,T5_Fall,Program_B,First_Year,4,93,2.86,0.65,0.698,1,1,15,3.36,0.819,0.317,67.6,3
Student_1279,T5_Fall,Program_A,First_Year,2,40,2.67,-0.03,0.663,1,0,15,2.13,0.719,0.355,89.4,4
Student_1280,T5_Fall,Program_C,Transfer,4,108,2.81,0.04,0.845,0,0,9,3.0,0.914,0.148,69.4,2
Student_1281,T5_Fall,Program_A,First_Year,2,36,4.0,0.74,1.0,0,0,9,3.29,0.735,0.109,100.0,4
Student_1282,T5_Fall,Program_C,First_Year,2,28,3.38,0.32,0.944,0,0,15,3.92,0.95,0.235,86.0,1
Student_1283,T5_Fall,Program_C,First_Year,3,67,1.87,0.27,0.795,0,0,12,4.92,0.706,0.296,72.1,1
Student_1284,T5_Fall,Program_B,Transfer,2,34,3.05,-0.25,0.741,2,0,18,6.08,0.883,0.23,82.3,0
Student_1285,T5_Fall,Program_B,First_Year,1,7,3.17,-0.84,0.924,0,0,12,1.43,0.621,0.506,80.1,9
Student_1286,T5_Fall,Program_A,First_Year,1,27,2.6,-0.01,0.702,1,0,15,3.17,0.974,0.107,69.5,3
Student_1287,T5_Fall,Program_D,First_Year,1,22,3.03,-0.17,0.888,0,1,18,4.69,0.848,0.334,75.5,0
Student_1288,T5_Fall,Program_C,Transfer,4,96,1.59,0.06,0.72,1,0,15,4.53,0.958,0.135,58.0,3
Student_1289,T5_Fall,Program_B,Transfer,1,3,3.33,-0.02,0.939,0,0,15,5.74,0.867,0.012,91.9,0
Student_1290,T5_Fall,Program_A,First_Year,1,23,2.71,-0.2,0.817,1,1,15,4.11,0.883,0.23,59.0,1
Student_1291,T5_Fall,Program_C,First_Year,3,74,2.96,-0.15,0.863,0,0,15,4.71,0.828,0.172,77.1,3
Student_1292,T5_Fall,Program_A,Transfer,4,99,3.37,0.58,0.889,0,0,12,4.98,1.0,0.18,85.0,2
Student_1293,T5_Fall,Program_C,First_Year,2,43,3.26,-0.53,0.927,0,0,15,4.33,0.782,0.453,79.6,0
Student_1294,T5_Fall,Program_C,Transfer,1,3,3.89,0.13,0.779,1,0,12,2.96,0.916,0.1,71.7,3
Student_1295,T5_Fall,Program_B,First_Year,1,19,2.94,0.44,0.84,1,0,15,6.03,1.0,0.0,100.0,4
Student_1296,T5_Fall,Program_B,First_Year,4,95,2.41,-1.46,0.732,2,0,12,3.16,0.8,0.337,64.6,5
Student_1297,T5_Fall,Program_C,Transfer,3,71,1.65,-0.31,0.868,0,0,15,4.74,0.869,0.13,58.5,2
Student_1298,T5_Fall,Program_A,First_Year,3,62,2.46,0.05,0.807,1,0,18,3.39,0.859,0.171,75.6,1
Student_1299,T5_Fall,Program_A,First_Year,4,88,2.58,0.06,0.842,0,1,18,2.35,0.937,0.099,68.6,0
Student_1300,T5_Fall,Program_B,First_Year,2,48,2.43,-0.11,0.847,0,0,15,3.35,0.861,0.178,77.8,4
Student_1301,T5_Fall,Program_C,Transfer,1,17,2.55,0.43,1.0,0,0,15,3.11,1.0,0.033,79.1,3
Student_1302,T5_Fall,Program_A,First_Year,4,83,2.94,0.85,0.931,0,1,15,3.97,1.0,0.0,92.9,0
Student_1303,T5_Fall,Program_B,First_Year,2,39,2.6,-0.55,0.929,0,0,18,2.22,0.827,0.397,80.8,6
Student_1304,T5_Fall,Program_D,First_Year,2,42,2.33,0.06,0.943,0,0,15,5.0,0.945,0.2,70.2,4
Student_1305,T5_Fall,Program_B,Transfer,2,32,2.15,0.44,0.86,0,0,9,2.94,0.856,0.072,78.6,0
Student_1306,T5_Fall,Program_D,First_Year,4,102,3.26,0.0,0.684,2,0,12,4.23,0.817,0.053,98.9,0
Student_1307,T5_Fall,Program_B,First_Year,3,60,2.91,-0.07,0.929,0,0,15,6.18,1.0,0.092,75.1,3
Student_1308,T5_Fall,Program_A,First_Year,2,42,2.8,0.0,0.834,1,0,15,4.96,0.954,0.04,85.3,0
